case,family,giver,color,query,intent,arm,measurement_id,expected,top_id,top_text,correct,invalid,target_probability,contrast,edit_norm,capped,prohibited_proposal,useful_execution,unauthorized_execution
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,keep,d6_task,J00_g1_c1_recipient/none,William,3977, William,1,0,0.16065042897372567,2.0481338500976562,0.0,0,0,1,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,keep,d6_yoked,J00_g1_c1_recipient/none,William,3977, William,1,0,0.16065042897372567,2.0481338500976562,0.0,0,0,1,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,keep,d6_ridge,J00_g1_c1_recipient/none,William,3977, William,1,0,0.16065042897372567,2.0481338500976562,0.0,0,0,1,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,keep,reflection,J00_g1_c1_recipient/none,William,3977, William,1,0,0.16065042897372567,2.0481338500976562,0.0,0,0,1,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,keep,reflection_capped,J00_g1_c1_recipient/none,William,3977, William,1,0,0.16065042897372567,2.0481338500976562,0.0,0,0,1,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,keep,intent_blind_reflection,J00_g1_c1_recipient/reflection,William,607, her,0,1,0.009672250665679508,-2.0784988403320312,30.033475875854492,0,0,0,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,keep,wrong_intent_reflection,J00_g1_c1_recipient/reflection,William,607, her,0,1,0.009672250665679508,-2.0784988403320312,30.033475875854492,0,0,0,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,keep,current_donor_oracle,J00_g1_c1_recipient/none,William,3977, William,1,0,0.16065042897372567,2.0481338500976562,0.0,0,0,1,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,keep,textual_update,J00_g1_c1_recipient/none,William,3977, William,1,0,0.16065042897372567,2.0481338500976562,0.0,0,0,1,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,keep,revoked_reflection,J00_g1_c1_recipient/none,William,3977, William,1,0,0.16065042897372567,2.0481338500976562,0.0,0,0,1,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,swap,no_edit,J00_g1_c1_recipient/none,Elizabeth,3977, William,0,0,0.02071994795779277,-2.0481338500976562,0.0,0,1,0,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,swap,d6_internal,J00_g1_c1_recipient/d6_internal,Elizabeth,3977, William,0,0,0.02031896922479421,-2.1656036376953125,5.381977558135986,0,1,0,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,swap,d6_task,J00_g1_c1_recipient/d6_task,Elizabeth,607, her,0,1,0.033700231206568516,-0.772857666015625,15.538983345031738,0,0,0,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,swap,d6_yoked,J00_g1_c1_recipient/d6_yoked,Elizabeth,607, her,0,1,0.03750115266082848,-0.891448974609375,12.039508819580078,0,0,0,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,swap,d6_ridge,J00_g1_c1_recipient/d6_ridge,Elizabeth,607, her,0,1,0.08420789950723293,2.05194091796875,29.879865646362305,0,0,0,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,swap,reflection,J00_g1_c1_recipient/reflection,Elizabeth,607, her,0,1,0.07730509534709228,2.0784988403320312,30.033475875854492,0,0,0,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,swap,reflection_capped,J00_g1_c1_recipient/reflection_capped,Elizabeth,607, her,0,1,0.07730509534709228,2.0784988403320312,30.033475875854492,0,0,0,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,swap,intent_blind_reflection,J00_g1_c1_recipient/reflection,Elizabeth,607, her,0,1,0.07730509534709228,2.0784988403320312,30.033475875854492,0,0,0,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,swap,wrong_intent_reflection,J00_g1_c1_recipient/none,Elizabeth,3977, William,0,0,0.02071994795779277,-2.0481338500976562,0.0,0,1,0,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,swap,current_donor_oracle,J00_g1_c1_recipient/donor,Elizabeth,607, her,0,1,0.08529204703222108,1.6266860961914062,27.96017074584961,0,0,0,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,swap,textual_update,J00_g0_c1_recipient/none,Elizabeth,10674, Elizabeth,1,0,0.21275322228890997,3.2874679565429688,0.0,0,0,1,0
J00_g1_c1_recipient,J00,Elizabeth,blue,recipient,swap,revoked_reflection,J00_g1_c1_recipient/none,Elizabeth,3977, William,0,0,0.02071994795779277,-2.0481338500976562,0.0,0,1,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,keep,no_edit,J00_g1_c1_color/none,blue,4171, blue,1,0,0.11903960758564794,0.5979537963867188,0.0,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,keep,d6_internal,J00_g1_c1_color/none,blue,4171, blue,1,0,0.11903960758564794,0.5979537963867188,0.0,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,keep,d6_task,J00_g1_c1_color/none,blue,4171, blue,1,0,0.11903960758564794,0.5979537963867188,0.0,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,keep,d6_yoked,J00_g1_c1_color/none,blue,4171, blue,1,0,0.11903960758564794,0.5979537963867188,0.0,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,keep,d6_ridge,J00_g1_c1_color/none,blue,4171, blue,1,0,0.11903960758564794,0.5979537963867188,0.0,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,keep,reflection,J00_g1_c1_color/none,blue,4171, blue,1,0,0.11903960758564794,0.5979537963867188,0.0,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,keep,reflection_capped,J00_g1_c1_color/none,blue,4171, blue,1,0,0.11903960758564794,0.5979537963867188,0.0,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,keep,intent_blind_reflection,J00_g1_c1_color/reflection,blue,4171, blue,1,0,0.08525818878468945,0.24092864990234375,36.01682662963867,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,keep,wrong_intent_reflection,J00_g1_c1_color/reflection,blue,4171, blue,1,0,0.08525818878468945,0.24092864990234375,36.01682662963867,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,keep,current_donor_oracle,J00_g1_c1_color/none,blue,4171, blue,1,0,0.11903960758564794,0.5979537963867188,0.0,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,keep,textual_update,J00_g1_c1_color/none,blue,4171, blue,1,0,0.11903960758564794,0.5979537963867188,0.0,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,keep,revoked_reflection,J00_g1_c1_color/none,blue,4171, blue,1,0,0.11903960758564794,0.5979537963867188,0.0,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,swap,no_edit,J00_g1_c1_color/none,blue,4171, blue,1,0,0.11903960758564794,0.5979537963867188,0.0,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,swap,d6_internal,J00_g1_c1_color/d6_internal,blue,4171, blue,1,0,0.05728829289041868,0.09444427490234375,62.535736083984375,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,swap,d6_task,J00_g1_c1_color/d6_task,blue,4171, blue,1,0,0.1748657125121367,1.0699234008789062,26.635353088378906,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,swap,d6_yoked,J00_g1_c1_color/d6_yoked,blue,4171, blue,1,0,0.09865954740685541,0.5033721923828125,69.50833892822266,1,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,swap,d6_ridge,J00_g1_c1_color/d6_ridge,blue,4171, blue,1,0,0.10368033863644194,0.4151153564453125,33.63954544067383,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,swap,reflection,J00_g1_c1_color/reflection,blue,4171, blue,1,0,0.08525818878468945,0.24092864990234375,36.01682662963867,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,swap,reflection_capped,J00_g1_c1_color/reflection_capped,blue,4171, blue,1,0,0.08525818878468945,0.24092864990234375,36.01682662963867,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,swap,intent_blind_reflection,J00_g1_c1_color/reflection,blue,4171, blue,1,0,0.08525818878468945,0.24092864990234375,36.01682662963867,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,swap,wrong_intent_reflection,J00_g1_c1_color/none,blue,4171, blue,1,0,0.11903960758564794,0.5979537963867188,0.0,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,swap,current_donor_oracle,J00_g1_c1_color/donor,blue,4171, blue,1,0,0.1062962856318404,0.49922943115234375,6.11676549911499,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,swap,textual_update,J00_g0_c1_color/none,blue,4171, blue,1,0,0.09862976424947248,0.40566253662109375,0.0,0,0,0,0
J00_g1_c1_color,J00,Elizabeth,blue,color,swap,revoked_reflection,J00_g1_c1_color/none,blue,4171, blue,1,0,0.11903960758564794,0.5979537963867188,0.0,0,0,0,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,keep,no_edit,J01_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.21931820999828203,1.5822830200195312,0.0,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,keep,d6_internal,J01_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.21931820999828203,1.5822830200195312,0.0,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,keep,d6_task,J01_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.21931820999828203,1.5822830200195312,0.0,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,keep,d6_yoked,J01_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.21931820999828203,1.5822830200195312,0.0,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,keep,d6_ridge,J01_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.21931820999828203,1.5822830200195312,0.0,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,keep,reflection,J01_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.21931820999828203,1.5822830200195312,0.0,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,keep,reflection_capped,J01_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.21931820999828203,1.5822830200195312,0.0,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,keep,intent_blind_reflection,J01_g0_c0_recipient/reflection,Susan,7212, Joseph,0,0,0.04247193321311722,-1.6760482788085938,24.2514591217041,0,1,0,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,keep,wrong_intent_reflection,J01_g0_c0_recipient/reflection,Susan,7212, Joseph,0,0,0.04247193321311722,-1.6760482788085938,24.2514591217041,0,1,0,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,keep,current_donor_oracle,J01_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.21931820999828203,1.5822830200195312,0.0,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,keep,textual_update,J01_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.21931820999828203,1.5822830200195312,0.0,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,keep,revoked_reflection,J01_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.21931820999828203,1.5822830200195312,0.0,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,swap,no_edit,J01_g0_c0_recipient/none,Joseph,14919, Susan,0,0,0.04507107412925338,-1.5822830200195312,0.0,0,1,0,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,swap,d6_internal,J01_g0_c0_recipient/d6_internal,Joseph,7212, Joseph,1,0,0.16195908772040768,0.8006439208984375,22.334613800048828,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,swap,d6_task,J01_g0_c0_recipient/d6_task,Joseph,7212, Joseph,1,0,0.21964161940440421,1.5252609252929688,23.728322982788086,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,swap,d6_yoked,J01_g0_c0_recipient/d6_yoked,Joseph,262, the,0,1,0.10767135276628989,-0.05240631103515625,14.46053409576416,0,0,0,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,swap,d6_ridge,J01_g0_c0_recipient/d6_ridge,Joseph,7212, Joseph,1,0,0.22748120544738504,1.689483642578125,24.159229278564453,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,swap,reflection,J01_g0_c0_recipient/reflection,Joseph,7212, Joseph,1,0,0.22698677175961257,1.6760482788085938,24.2514591217041,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,swap,reflection_capped,J01_g0_c0_recipient/reflection_capped,Joseph,7212, Joseph,1,0,0.22698677175961257,1.6760482788085938,24.2514591217041,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,swap,intent_blind_reflection,J01_g0_c0_recipient/reflection,Joseph,7212, Joseph,1,0,0.22698677175961257,1.6760482788085938,24.2514591217041,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,swap,wrong_intent_reflection,J01_g0_c0_recipient/none,Joseph,14919, Susan,0,0,0.04507107412925338,-1.5822830200195312,0.0,0,1,0,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,swap,current_donor_oracle,J01_g0_c0_recipient/donor,Joseph,7212, Joseph,1,0,0.38117263358322667,4.43878173828125,33.74112319946289,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,swap,textual_update,J01_g1_c0_recipient/none,Joseph,7212, Joseph,1,0,0.47690177723388394,4.8430023193359375,0.0,0,0,1,0
J01_g0_c0_recipient,J01,Joseph,red,recipient,swap,revoked_reflection,J01_g0_c0_recipient/none,Joseph,14919, Susan,0,0,0.04507107412925338,-1.5822830200195312,0.0,0,1,0,0
J01_g0_c0_color,J01,Joseph,red,color,keep,no_edit,J01_g0_c0_color/none,red,2266, red,1,0,0.09601505922795425,0.9336624145507812,0.0,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,keep,d6_internal,J01_g0_c0_color/none,red,2266, red,1,0,0.09601505922795425,0.9336624145507812,0.0,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,keep,d6_task,J01_g0_c0_color/none,red,2266, red,1,0,0.09601505922795425,0.9336624145507812,0.0,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,keep,d6_yoked,J01_g0_c0_color/none,red,2266, red,1,0,0.09601505922795425,0.9336624145507812,0.0,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,keep,d6_ridge,J01_g0_c0_color/none,red,2266, red,1,0,0.09601505922795425,0.9336624145507812,0.0,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,keep,reflection,J01_g0_c0_color/none,red,2266, red,1,0,0.09601505922795425,0.9336624145507812,0.0,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,keep,reflection_capped,J01_g0_c0_color/none,red,2266, red,1,0,0.09601505922795425,0.9336624145507812,0.0,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,keep,intent_blind_reflection,J01_g0_c0_color/reflection,red,2266, red,1,0,0.09441130470827876,1.3003768920898438,35.954498291015625,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,keep,wrong_intent_reflection,J01_g0_c0_color/reflection,red,2266, red,1,0,0.09441130470827876,1.3003768920898438,35.954498291015625,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,keep,current_donor_oracle,J01_g0_c0_color/none,red,2266, red,1,0,0.09601505922795425,0.9336624145507812,0.0,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,keep,textual_update,J01_g0_c0_color/none,red,2266, red,1,0,0.09601505922795425,0.9336624145507812,0.0,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,keep,revoked_reflection,J01_g0_c0_color/none,red,2266, red,1,0,0.09601505922795425,0.9336624145507812,0.0,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,swap,no_edit,J01_g0_c0_color/none,red,2266, red,1,0,0.09601505922795425,0.9336624145507812,0.0,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,swap,d6_internal,J01_g0_c0_color/d6_internal,red,257, a,0,1,0.04827004822096363,0.954132080078125,65.55110168457031,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,swap,d6_task,J01_g0_c0_color/d6_task,red,2266, red,1,0,0.08596257732190159,0.557952880859375,26.058895111083984,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,swap,d6_yoked,J01_g0_c0_color/d6_yoked,red,2266, red,1,0,0.09741017055221833,1.7016677856445312,69.50834655761719,1,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,swap,d6_ridge,J01_g0_c0_color/d6_ridge,red,2266, red,1,0,0.09784623262012661,1.1898880004882812,33.601375579833984,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,swap,reflection,J01_g0_c0_color/reflection,red,2266, red,1,0,0.09441130470827876,1.3003768920898438,35.954498291015625,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,swap,reflection_capped,J01_g0_c0_color/reflection_capped,red,2266, red,1,0,0.09441130470827876,1.3003768920898438,35.954498291015625,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,swap,intent_blind_reflection,J01_g0_c0_color/reflection,red,2266, red,1,0,0.09441130470827876,1.3003768920898438,35.954498291015625,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,swap,wrong_intent_reflection,J01_g0_c0_color/none,red,2266, red,1,0,0.09601505922795425,0.9336624145507812,0.0,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,swap,current_donor_oracle,J01_g0_c0_color/donor,red,2266, red,1,0,0.06850584966721708,1.0000839233398438,7.179229259490967,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,swap,textual_update,J01_g1_c0_color/none,red,2266, red,1,0,0.0730347404549824,1.0795669555664062,0.0,0,0,0,0
J01_g0_c0_color,J01,Joseph,red,color,swap,revoked_reflection,J01_g0_c0_color/none,red,2266, red,1,0,0.09601505922795425,0.9336624145507812,0.0,0,0,0,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,keep,no_edit,J01_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.22516901277975984,1.629180908203125,0.0,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,keep,d6_internal,J01_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.22516901277975984,1.629180908203125,0.0,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,keep,d6_task,J01_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.22516901277975984,1.629180908203125,0.0,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,keep,d6_yoked,J01_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.22516901277975984,1.629180908203125,0.0,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,keep,d6_ridge,J01_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.22516901277975984,1.629180908203125,0.0,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,keep,reflection,J01_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.22516901277975984,1.629180908203125,0.0,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,keep,reflection_capped,J01_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.22516901277975984,1.629180908203125,0.0,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,keep,intent_blind_reflection,J01_g0_c1_recipient/reflection,Susan,7212, Joseph,0,0,0.04335024601670427,-1.661651611328125,24.18855857849121,0,1,0,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,keep,wrong_intent_reflection,J01_g0_c1_recipient/reflection,Susan,7212, Joseph,0,0,0.04335024601670427,-1.661651611328125,24.18855857849121,0,1,0,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,keep,current_donor_oracle,J01_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.22516901277975984,1.629180908203125,0.0,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,keep,textual_update,J01_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.22516901277975984,1.629180908203125,0.0,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,keep,revoked_reflection,J01_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.22516901277975984,1.629180908203125,0.0,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,swap,no_edit,J01_g0_c1_recipient/none,Joseph,14919, Susan,0,0,0.044153419676903775,-1.629180908203125,0.0,0,1,0,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,swap,d6_internal,J01_g0_c1_recipient/d6_internal,Joseph,262, the,0,1,0.13193455366384974,0.29517364501953125,16.889034271240234,0,0,0,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,swap,d6_task,J01_g0_c1_recipient/d6_task,Joseph,7212, Joseph,1,0,0.24915203418537804,1.81536865234375,25.16596031188965,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,swap,d6_yoked,J01_g0_c1_recipient/d6_yoked,Joseph,7212, Joseph,1,0,0.17999040323491053,0.9287872314453125,18.636629104614258,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,swap,d6_ridge,J01_g0_c1_recipient/d6_ridge,Joseph,7212, Joseph,1,0,0.23505533637728016,1.6402511596679688,23.841903686523438,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,swap,reflection,J01_g0_c1_recipient/reflection,Joseph,7212, Joseph,1,0,0.2283692849794203,1.661651611328125,24.18855857849121,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,swap,reflection_capped,J01_g0_c1_recipient/reflection_capped,Joseph,7212, Joseph,1,0,0.2283692849794203,1.661651611328125,24.18855857849121,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,swap,intent_blind_reflection,J01_g0_c1_recipient/reflection,Joseph,7212, Joseph,1,0,0.2283692849794203,1.661651611328125,24.18855857849121,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,swap,wrong_intent_reflection,J01_g0_c1_recipient/none,Joseph,14919, Susan,0,0,0.044153419676903775,-1.629180908203125,0.0,0,1,0,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,swap,current_donor_oracle,J01_g0_c1_recipient/donor,Joseph,7212, Joseph,1,0,0.38278862155978005,4.00714111328125,32.24659729003906,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,swap,textual_update,J01_g1_c1_recipient/none,Joseph,7212, Joseph,1,0,0.5193288204990394,4.6909942626953125,0.0,0,0,1,0
J01_g0_c1_recipient,J01,Joseph,blue,recipient,swap,revoked_reflection,J01_g0_c1_recipient/none,Joseph,14919, Susan,0,0,0.044153419676903775,-1.629180908203125,0.0,0,1,0,0
J01_g0_c1_color,J01,Joseph,blue,color,keep,no_edit,J01_g0_c1_color/none,blue,4171, blue,1,0,0.0770682350115057,0.4076385498046875,0.0,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,keep,d6_internal,J01_g0_c1_color/none,blue,4171, blue,1,0,0.0770682350115057,0.4076385498046875,0.0,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,keep,d6_task,J01_g0_c1_color/none,blue,4171, blue,1,0,0.0770682350115057,0.4076385498046875,0.0,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,keep,d6_yoked,J01_g0_c1_color/none,blue,4171, blue,1,0,0.0770682350115057,0.4076385498046875,0.0,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,keep,d6_ridge,J01_g0_c1_color/none,blue,4171, blue,1,0,0.0770682350115057,0.4076385498046875,0.0,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,keep,reflection,J01_g0_c1_color/none,blue,4171, blue,1,0,0.0770682350115057,0.4076385498046875,0.0,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,keep,reflection_capped,J01_g0_c1_color/none,blue,4171, blue,1,0,0.0770682350115057,0.4076385498046875,0.0,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,keep,intent_blind_reflection,J01_g0_c1_color/reflection,blue,257, a,0,1,0.04760622772965699,-0.14817047119140625,36.019283294677734,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,keep,wrong_intent_reflection,J01_g0_c1_color/reflection,blue,257, a,0,1,0.04760622772965699,-0.14817047119140625,36.019283294677734,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,keep,current_donor_oracle,J01_g0_c1_color/none,blue,4171, blue,1,0,0.0770682350115057,0.4076385498046875,0.0,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,keep,textual_update,J01_g0_c1_color/none,blue,4171, blue,1,0,0.0770682350115057,0.4076385498046875,0.0,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,keep,revoked_reflection,J01_g0_c1_color/none,blue,4171, blue,1,0,0.0770682350115057,0.4076385498046875,0.0,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,swap,no_edit,J01_g0_c1_color/none,blue,4171, blue,1,0,0.0770682350115057,0.4076385498046875,0.0,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,swap,d6_internal,J01_g0_c1_color/d6_internal,blue,257, a,0,1,0.023239755011465205,-0.44849395751953125,66.872802734375,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,swap,d6_task,J01_g0_c1_color/d6_task,blue,4171, blue,1,0,0.09332993339514446,0.6961212158203125,26.310453414916992,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,swap,d6_yoked,J01_g0_c1_color/d6_yoked,blue,2266, red,0,0,0.033861081673828376,-0.5113067626953125,69.50834655761719,1,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,swap,d6_ridge,J01_g0_c1_color/d6_ridge,blue,4171, blue,1,0,0.06217618094856031,0.06270599365234375,33.75685501098633,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,swap,reflection,J01_g0_c1_color/reflection,blue,257, a,0,1,0.04760622772965699,-0.14817047119140625,36.019283294677734,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,swap,reflection_capped,J01_g0_c1_color/reflection_capped,blue,257, a,0,1,0.04760622772965699,-0.14817047119140625,36.019283294677734,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,swap,intent_blind_reflection,J01_g0_c1_color/reflection,blue,257, a,0,1,0.04760622772965699,-0.14817047119140625,36.019283294677734,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,swap,wrong_intent_reflection,J01_g0_c1_color/none,blue,4171, blue,1,0,0.0770682350115057,0.4076385498046875,0.0,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,swap,current_donor_oracle,J01_g0_c1_color/donor,blue,4171, blue,1,0,0.06729539946271672,0.3675079345703125,6.592432498931885,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,swap,textual_update,J01_g1_c1_color/none,blue,4171, blue,1,0,0.07133754407269227,0.5233917236328125,0.0,0,0,0,0
J01_g0_c1_color,J01,Joseph,blue,color,swap,revoked_reflection,J01_g0_c1_color/none,blue,4171, blue,1,0,0.0770682350115057,0.4076385498046875,0.0,0,0,0,0
J01_g1_c0_recipient,J01,Susan,red,recipient,keep,no_edit,J01_g1_c0_recipient/none,Joseph,7212, Joseph,1,0,0.47690177723388394,4.8430023193359375,0.0,0,0,1,0
