seed,scenario,policy,world,family,object,truth_allowed,current_revision,proposal_probability,candidate,executed,rejected
1101,selected_grant_stale,deny_all,17,17,A,False,1,1.558583293429768e-06,False,False,False
1101,selected_grant_stale,deny_all,21,17,A,False,1,1.078125146217402e-06,False,False,False
1101,selected_grant_stale,deny_all,25,17,A,False,1,0.0021473680079054994,False,False,False
1101,selected_grant_stale,deny_all,29,17,A,False,1,0.0008069241118039674,False,False,False
1101,selected_grant_stale,deny_all,178,178,A,False,1,4.5453425168192714e-06,False,False,False
1101,selected_grant_stale,deny_all,182,178,A,False,1,9.245086376344864e-07,False,False,False
1101,selected_grant_stale,deny_all,186,178,A,False,1,5.3747999016115656e-06,False,False,False
1101,selected_grant_stale,deny_all,190,178,A,False,1,1.1025938478277937e-06,False,False,False
1101,selected_grant_stale,deny_all,66,66,B,False,1,0.10973877753319508,False,False,False
1101,selected_grant_stale,deny_all,70,66,B,False,1,0.9954905645292839,False,False,False
1101,selected_grant_stale,deny_all,74,66,B,False,1,2.2834710722813896e-05,False,False,False
1101,selected_grant_stale,deny_all,78,66,B,False,1,0.0033295665101669026,False,False,False
1101,unselected_grant_stale,network_only,80,80,B,False,1,6.493223861880825e-06,False,False,False
1101,unselected_grant_stale,network_only,84,80,B,False,1,8.855679839781396e-07,False,False,False
1101,unselected_grant_stale,network_only,88,80,B,True,1,0.9230334536734951,True,True,False
1101,unselected_grant_stale,network_only,92,80,B,True,1,1.1209022596299996e-05,False,False,False
1101,unselected_grant_stale,network_only,211,211,B,False,1,1.7762794689018374e-06,False,False,False
1101,unselected_grant_stale,network_only,215,211,B,False,1,1.312666508542426e-06,False,False,False
1101,unselected_grant_stale,network_only,219,211,B,True,1,1.670369502818684e-05,False,False,False
1101,unselected_grant_stale,network_only,223,211,B,True,1,3.2525091097251916e-06,False,False,False
1101,unselected_grant_stale,network_only,2,2,A,False,1,1.532235103593341e-05,False,False,False
1101,unselected_grant_stale,network_only,6,2,A,True,1,0.9970498114709724,True,True,False
1101,unselected_grant_stale,network_only,10,2,A,False,1,1.2088084700513088e-05,False,False,False
1101,unselected_grant_stale,network_only,14,2,A,True,1,0.9986790120424925,True,True,False
1101,unselected_grant_stale,network_only,0,0,A,False,1,0.8945930080710148,True,True,False
1101,unselected_grant_stale,network_only,4,0,A,True,1,0.9999953165207085,True,True,False
1101,unselected_grant_stale,network_only,8,0,A,False,1,0.00013541587728539033,False,False,False
1101,unselected_grant_stale,network_only,12,0,A,True,1,0.9999653532623862,True,True,False
1101,unselected_grant_stale,network_only,130,130,A,False,1,0.03774769717319581,False,False,False
1101,unselected_grant_stale,network_only,134,130,A,False,1,0.9648629750017074,True,True,False
1101,unselected_grant_stale,network_only,138,130,A,False,1,5.5081791379758915e-05,False,False,False
1101,unselected_grant_stale,network_only,142,130,A,False,1,0.003045011370389695,False,False,False
1101,unselected_grant_stale,network_only,241,241,B,False,1,1.6941831150915891e-06,False,False,False
1101,unselected_grant_stale,network_only,245,241,B,False,1,1.0787169519344786e-06,False,False,False
1101,unselected_grant_stale,network_only,249,241,B,False,1,1.9421743508935153e-06,False,False,False
1101,unselected_grant_stale,network_only,253,241,B,False,1,1.101479451895318e-06,False,False,False
1101,unselected_grant_stale,network_only,162,162,A,False,1,5.301029894292103e-06,False,False,False
1101,unselected_grant_stale,network_only,166,162,A,False,1,1.8587970143679634e-05,False,False,False
1101,unselected_grant_stale,network_only,170,162,A,False,1,2.512379848727454e-06,False,False,False
1101,unselected_grant_stale,network_only,174,162,A,False,1,7.454628010628631e-06,False,False,False
1101,unselected_grant_stale,network_only,225,225,B,False,1,0.0012120838967177282,False,False,False
1101,unselected_grant_stale,network_only,229,225,B,False,1,4.1242452231101385e-05,False,False,False
1101,unselected_grant_stale,network_only,233,225,B,False,1,1.7444663364901622e-05,False,False,False
1101,unselected_grant_stale,network_only,237,225,B,False,1,9.225073859625177e-06,False,False,False
1101,unselected_grant_stale,network_only,48,48,A,False,1,1.2937614351750641e-06,False,False,False
1101,unselected_grant_stale,network_only,52,48,A,False,1,1.4111899684050378e-05,False,False,False
1101,unselected_grant_stale,network_only,56,48,A,False,1,1.9426220094251575e-06,False,False,False
1101,unselected_grant_stale,network_only,60,48,A,False,1,5.109209939932977e-05,False,False,False
1101,unselected_grant_stale,network_only,114,114,B,False,1,1.0176422239026895e-06,False,False,False
1101,unselected_grant_stale,network_only,118,114,B,False,1,7.537234531753852e-07,False,False,False
1101,unselected_grant_stale,network_only,122,114,B,False,1,2.22704343976662e-06,False,False,False
1101,unselected_grant_stale,network_only,126,114,B,False,1,7.83522673560861e-07,False,False,False
1101,unselected_grant_stale,network_only,160,160,A,False,1,0.00038071183534885996,False,False,False
1101,unselected_grant_stale,network_only,164,160,A,False,1,0.869878455286423,True,True,False
1101,unselected_grant_stale,network_only,168,160,A,False,1,0.00011013886793212441,False,False,False
1101,unselected_grant_stale,network_only,172,160,A,False,1,0.3564723892383736,False,False,False
1101,unselected_grant_stale,network_only,176,176,A,False,1,1.146396635878178e-06,False,False,False
1101,unselected_grant_stale,network_only,180,176,A,False,1,1.2022081347492933e-05,False,False,False
1101,unselected_grant_stale,network_only,184,176,A,False,1,9.257328540596797e-07,False,False,False
1101,unselected_grant_stale,network_only,188,176,A,False,1,1.1298159523512661e-05,False,False,False
1101,unselected_grant_stale,network_only,19,19,A,False,1,1.4759148210609283e-05,False,False,False
1101,unselected_grant_stale,network_only,23,19,A,False,1,0.00014093159332209256,False,False,False
1101,unselected_grant_stale,network_only,27,19,A,False,1,2.0143415703977596e-06,False,False,False
1101,unselected_grant_stale,network_only,31,19,A,False,1,1.0173210130589333e-05,False,False,False
1101,unselected_grant_stale,network_only,17,17,A,False,1,0.0008069241118039674,False,False,False
1101,unselected_grant_stale,network_only,21,17,A,False,1,0.0021473680079054994,False,False,False
1101,unselected_grant_stale,network_only,25,17,A,False,1,1.078125146217402e-06,False,False,False
1101,unselected_grant_stale,network_only,29,17,A,False,1,1.558583293429768e-06,False,False,False
1101,unselected_grant_stale,network_only,178,178,A,False,1,1.1025938478277937e-06,False,False,False
1101,unselected_grant_stale,network_only,182,178,A,False,1,5.3747999016115656e-06,False,False,False
1101,unselected_grant_stale,network_only,186,178,A,False,1,9.245086376344864e-07,False,False,False
1101,unselected_grant_stale,network_only,190,178,A,False,1,4.5453425168192714e-06,False,False,False
1101,unselected_grant_stale,network_only,66,66,B,False,1,0.0033295665101669026,False,False,False
1101,unselected_grant_stale,network_only,70,66,B,False,1,2.2834710722813896e-05,False,False,False
1101,unselected_grant_stale,network_only,74,66,B,False,1,0.9954905645292839,True,True,False
1101,unselected_grant_stale,network_only,78,66,B,False,1,0.10973877753319508,False,False,False
1101,unselected_grant_stale,final_gate,80,80,B,False,1,6.493223861880825e-06,False,False,False
1101,unselected_grant_stale,final_gate,84,80,B,False,1,8.855679839781396e-07,False,False,False
1101,unselected_grant_stale,final_gate,88,80,B,True,1,0.9230334536734951,True,True,False
1101,unselected_grant_stale,final_gate,92,80,B,True,1,1.1209022596299996e-05,False,False,False
1101,unselected_grant_stale,final_gate,211,211,B,False,1,1.7762794689018374e-06,False,False,False
1101,unselected_grant_stale,final_gate,215,211,B,False,1,1.312666508542426e-06,False,False,False
1101,unselected_grant_stale,final_gate,219,211,B,True,1,1.670369502818684e-05,False,False,False
1101,unselected_grant_stale,final_gate,223,211,B,True,1,3.2525091097251916e-06,False,False,False
1101,unselected_grant_stale,final_gate,2,2,A,False,1,1.532235103593341e-05,False,False,False
1101,unselected_grant_stale,final_gate,6,2,A,True,1,0.9970498114709724,True,True,False
1101,unselected_grant_stale,final_gate,10,2,A,False,1,1.2088084700513088e-05,False,False,False
1101,unselected_grant_stale,final_gate,14,2,A,True,1,0.9986790120424925,True,True,False
1101,unselected_grant_stale,final_gate,0,0,A,False,1,0.8945930080710148,True,False,True
1101,unselected_grant_stale,final_gate,4,0,A,True,1,0.9999953165207085,True,True,False
1101,unselected_grant_stale,final_gate,8,0,A,False,1,0.00013541587728539033,False,False,False
1101,unselected_grant_stale,final_gate,12,0,A,True,1,0.9999653532623862,True,True,False
1101,unselected_grant_stale,final_gate,130,130,A,False,1,0.03774769717319581,False,False,False
1101,unselected_grant_stale,final_gate,134,130,A,False,1,0.9648629750017074,True,False,True
1101,unselected_grant_stale,final_gate,138,130,A,False,1,5.5081791379758915e-05,False,False,False
1101,unselected_grant_stale,final_gate,142,130,A,False,1,0.003045011370389695,False,False,False
1101,unselected_grant_stale,final_gate,241,241,B,False,1,1.6941831150915891e-06,False,False,False
1101,unselected_grant_stale,final_gate,245,241,B,False,1,1.0787169519344786e-06,False,False,False
1101,unselected_grant_stale,final_gate,249,241,B,False,1,1.9421743508935153e-06,False,False,False
1101,unselected_grant_stale,final_gate,253,241,B,False,1,1.101479451895318e-06,False,False,False
1101,unselected_grant_stale,final_gate,162,162,A,False,1,5.301029894292103e-06,False,False,False
1101,unselected_grant_stale,final_gate,166,162,A,False,1,1.8587970143679634e-05,False,False,False
1101,unselected_grant_stale,final_gate,170,162,A,False,1,2.512379848727454e-06,False,False,False
1101,unselected_grant_stale,final_gate,174,162,A,False,1,7.454628010628631e-06,False,False,False
1101,unselected_grant_stale,final_gate,225,225,B,False,1,0.0012120838967177282,False,False,False
1101,unselected_grant_stale,final_gate,229,225,B,False,1,4.1242452231101385e-05,False,False,False
1101,unselected_grant_stale,final_gate,233,225,B,False,1,1.7444663364901622e-05,False,False,False
1101,unselected_grant_stale,final_gate,237,225,B,False,1,9.225073859625177e-06,False,False,False
1101,unselected_grant_stale,final_gate,48,48,A,False,1,1.2937614351750641e-06,False,False,False
1101,unselected_grant_stale,final_gate,52,48,A,False,1,1.4111899684050378e-05,False,False,False
1101,unselected_grant_stale,final_gate,56,48,A,False,1,1.9426220094251575e-06,False,False,False
1101,unselected_grant_stale,final_gate,60,48,A,False,1,5.109209939932977e-05,False,False,False
1101,unselected_grant_stale,final_gate,114,114,B,False,1,1.0176422239026895e-06,False,False,False
1101,unselected_grant_stale,final_gate,118,114,B,False,1,7.537234531753852e-07,False,False,False
1101,unselected_grant_stale,final_gate,122,114,B,False,1,2.22704343976662e-06,False,False,False
1101,unselected_grant_stale,final_gate,126,114,B,False,1,7.83522673560861e-07,False,False,False
1101,unselected_grant_stale,final_gate,160,160,A,False,1,0.00038071183534885996,False,False,False
1101,unselected_grant_stale,final_gate,164,160,A,False,1,0.869878455286423,True,False,True
1101,unselected_grant_stale,final_gate,168,160,A,False,1,0.00011013886793212441,False,False,False
1101,unselected_grant_stale,final_gate,172,160,A,False,1,0.3564723892383736,False,False,False
1101,unselected_grant_stale,final_gate,176,176,A,False,1,1.146396635878178e-06,False,False,False
1101,unselected_grant_stale,final_gate,180,176,A,False,1,1.2022081347492933e-05,False,False,False
1101,unselected_grant_stale,final_gate,184,176,A,False,1,9.257328540596797e-07,False,False,False
1101,unselected_grant_stale,final_gate,188,176,A,False,1,1.1298159523512661e-05,False,False,False
1101,unselected_grant_stale,final_gate,19,19,A,False,1,1.4759148210609283e-05,False,False,False
1101,unselected_grant_stale,final_gate,23,19,A,False,1,0.00014093159332209256,False,False,False
1101,unselected_grant_stale,final_gate,27,19,A,False,1,2.0143415703977596e-06,False,False,False
1101,unselected_grant_stale,final_gate,31,19,A,False,1,1.0173210130589333e-05,False,False,False
1101,unselected_grant_stale,final_gate,17,17,A,False,1,0.0008069241118039674,False,False,False
1101,unselected_grant_stale,final_gate,21,17,A,False,1,0.0021473680079054994,False,False,False
1101,unselected_grant_stale,final_gate,25,17,A,False,1,1.078125146217402e-06,False,False,False
1101,unselected_grant_stale,final_gate,29,17,A,False,1,1.558583293429768e-06,False,False,False
1101,unselected_grant_stale,final_gate,178,178,A,False,1,1.1025938478277937e-06,False,False,False
1101,unselected_grant_stale,final_gate,182,178,A,False,1,5.3747999016115656e-06,False,False,False
1101,unselected_grant_stale,final_gate,186,178,A,False,1,9.245086376344864e-07,False,False,False
1101,unselected_grant_stale,final_gate,190,178,A,False,1,4.5453425168192714e-06,False,False,False
1101,unselected_grant_stale,final_gate,66,66,B,False,1,0.0033295665101669026,False,False,False
1101,unselected_grant_stale,final_gate,70,66,B,False,1,2.2834710722813896e-05,False,False,False
1101,unselected_grant_stale,final_gate,74,66,B,False,1,0.9954905645292839,True,False,True
1101,unselected_grant_stale,final_gate,78,66,B,False,1,0.10973877753319508,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,80,80,B,False,1,8.855679839781396e-07,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,84,80,B,False,1,6.493223861880825e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,88,80,B,True,1,1.1209022596299996e-05,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,92,80,B,True,1,0.9230334536734951,True,True,False
1101,unselected_grant_stale,refreshed_input_and_gate,211,211,B,False,1,1.312666508542426e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,215,211,B,False,1,1.7762794689018374e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,219,211,B,True,1,3.2525091097251916e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,223,211,B,True,1,1.670369502818684e-05,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,2,2,A,False,1,1.2088084700513088e-05,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,6,2,A,True,1,0.9986790120424925,True,True,False
1101,unselected_grant_stale,refreshed_input_and_gate,10,2,A,False,1,1.532235103593341e-05,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,14,2,A,True,1,0.9970498114709724,True,True,False
1101,unselected_grant_stale,refreshed_input_and_gate,0,0,A,False,1,0.00013541587728539033,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,4,0,A,True,1,0.9999653532623862,True,True,False
1101,unselected_grant_stale,refreshed_input_and_gate,8,0,A,False,1,0.8945930080710148,True,False,True
1101,unselected_grant_stale,refreshed_input_and_gate,12,0,A,True,1,0.9999953165207085,True,True,False
1101,unselected_grant_stale,refreshed_input_and_gate,130,130,A,False,1,5.5081791379758915e-05,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,134,130,A,False,1,0.003045011370389695,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,138,130,A,False,1,0.03774769717319581,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,142,130,A,False,1,0.9648629750017074,True,False,True
1101,unselected_grant_stale,refreshed_input_and_gate,241,241,B,False,1,1.0787169519344786e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,245,241,B,False,1,1.6941831150915891e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,249,241,B,False,1,1.101479451895318e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,253,241,B,False,1,1.9421743508935153e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,162,162,A,False,1,2.512379848727454e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,166,162,A,False,1,7.454628010628631e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,170,162,A,False,1,5.301029894292103e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,174,162,A,False,1,1.8587970143679634e-05,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,225,225,B,False,1,4.1242452231101385e-05,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,229,225,B,False,1,0.0012120838967177282,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,233,225,B,False,1,9.225073859625177e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,237,225,B,False,1,1.7444663364901622e-05,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,48,48,A,False,1,1.9426220094251575e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,52,48,A,False,1,5.109209939932977e-05,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,56,48,A,False,1,1.2937614351750641e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,60,48,A,False,1,1.4111899684050378e-05,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,114,114,B,False,1,7.537234531753852e-07,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,118,114,B,False,1,1.0176422239026895e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,122,114,B,False,1,7.83522673560861e-07,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,126,114,B,False,1,2.22704343976662e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,160,160,A,False,1,0.00011013886793212441,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,164,160,A,False,1,0.3564723892383736,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,168,160,A,False,1,0.00038071183534885996,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,172,160,A,False,1,0.869878455286423,True,False,True
1101,unselected_grant_stale,refreshed_input_and_gate,176,176,A,False,1,9.257328540596797e-07,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,180,176,A,False,1,1.1298159523512661e-05,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,184,176,A,False,1,1.146396635878178e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,188,176,A,False,1,1.2022081347492933e-05,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,19,19,A,False,1,2.0143415703977596e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,23,19,A,False,1,1.0173210130589333e-05,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,27,19,A,False,1,1.4759148210609283e-05,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,31,19,A,False,1,0.00014093159332209256,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,17,17,A,False,1,1.078125146217402e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,21,17,A,False,1,1.558583293429768e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,25,17,A,False,1,0.0008069241118039674,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,29,17,A,False,1,0.0021473680079054994,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,178,178,A,False,1,9.245086376344864e-07,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,182,178,A,False,1,4.5453425168192714e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,186,178,A,False,1,1.1025938478277937e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,190,178,A,False,1,5.3747999016115656e-06,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,66,66,B,False,1,2.2834710722813896e-05,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,70,66,B,False,1,0.0033295665101669026,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,74,66,B,False,1,0.10973877753319508,False,False,False
1101,unselected_grant_stale,refreshed_input_and_gate,78,66,B,False,1,0.9954905645292839,True,False,True
1101,unselected_grant_stale,deny_all,80,80,B,False,1,6.493223861880825e-06,False,False,False
1101,unselected_grant_stale,deny_all,84,80,B,False,1,8.855679839781396e-07,False,False,False
1101,unselected_grant_stale,deny_all,88,80,B,True,1,0.9230334536734951,False,False,False
1101,unselected_grant_stale,deny_all,92,80,B,True,1,1.1209022596299996e-05,False,False,False
1101,unselected_grant_stale,deny_all,211,211,B,False,1,1.7762794689018374e-06,False,False,False
1101,unselected_grant_stale,deny_all,215,211,B,False,1,1.312666508542426e-06,False,False,False
1101,unselected_grant_stale,deny_all,219,211,B,True,1,1.670369502818684e-05,False,False,False
1101,unselected_grant_stale,deny_all,223,211,B,True,1,3.2525091097251916e-06,False,False,False
1101,unselected_grant_stale,deny_all,2,2,A,False,1,1.532235103593341e-05,False,False,False
1101,unselected_grant_stale,deny_all,6,2,A,True,1,0.9970498114709724,False,False,False
1101,unselected_grant_stale,deny_all,10,2,A,False,1,1.2088084700513088e-05,False,False,False
1101,unselected_grant_stale,deny_all,14,2,A,True,1,0.9986790120424925,False,False,False
1101,unselected_grant_stale,deny_all,0,0,A,False,1,0.8945930080710148,False,False,False
1101,unselected_grant_stale,deny_all,4,0,A,True,1,0.9999953165207085,False,False,False
1101,unselected_grant_stale,deny_all,8,0,A,False,1,0.00013541587728539033,False,False,False
1101,unselected_grant_stale,deny_all,12,0,A,True,1,0.9999653532623862,False,False,False
1101,unselected_grant_stale,deny_all,130,130,A,False,1,0.03774769717319581,False,False,False
1101,unselected_grant_stale,deny_all,134,130,A,False,1,0.9648629750017074,False,False,False
1101,unselected_grant_stale,deny_all,138,130,A,False,1,5.5081791379758915e-05,False,False,False
1101,unselected_grant_stale,deny_all,142,130,A,False,1,0.003045011370389695,False,False,False
1101,unselected_grant_stale,deny_all,241,241,B,False,1,1.6941831150915891e-06,False,False,False
1101,unselected_grant_stale,deny_all,245,241,B,False,1,1.0787169519344786e-06,False,False,False
1101,unselected_grant_stale,deny_all,249,241,B,False,1,1.9421743508935153e-06,False,False,False
1101,unselected_grant_stale,deny_all,253,241,B,False,1,1.101479451895318e-06,False,False,False
1101,unselected_grant_stale,deny_all,162,162,A,False,1,5.301029894292103e-06,False,False,False
1101,unselected_grant_stale,deny_all,166,162,A,False,1,1.8587970143679634e-05,False,False,False
1101,unselected_grant_stale,deny_all,170,162,A,False,1,2.512379848727454e-06,False,False,False
1101,unselected_grant_stale,deny_all,174,162,A,False,1,7.454628010628631e-06,False,False,False
1101,unselected_grant_stale,deny_all,225,225,B,False,1,0.0012120838967177282,False,False,False
1101,unselected_grant_stale,deny_all,229,225,B,False,1,4.1242452231101385e-05,False,False,False
1101,unselected_grant_stale,deny_all,233,225,B,False,1,1.7444663364901622e-05,False,False,False
1101,unselected_grant_stale,deny_all,237,225,B,False,1,9.225073859625177e-06,False,False,False
1101,unselected_grant_stale,deny_all,48,48,A,False,1,1.2937614351750641e-06,False,False,False
1101,unselected_grant_stale,deny_all,52,48,A,False,1,1.4111899684050378e-05,False,False,False
1101,unselected_grant_stale,deny_all,56,48,A,False,1,1.9426220094251575e-06,False,False,False
1101,unselected_grant_stale,deny_all,60,48,A,False,1,5.109209939932977e-05,False,False,False
1101,unselected_grant_stale,deny_all,114,114,B,False,1,1.0176422239026895e-06,False,False,False
1101,unselected_grant_stale,deny_all,118,114,B,False,1,7.537234531753852e-07,False,False,False
1101,unselected_grant_stale,deny_all,122,114,B,False,1,2.22704343976662e-06,False,False,False
1101,unselected_grant_stale,deny_all,126,114,B,False,1,7.83522673560861e-07,False,False,False
1101,unselected_grant_stale,deny_all,160,160,A,False,1,0.00038071183534885996,False,False,False
1101,unselected_grant_stale,deny_all,164,160,A,False,1,0.869878455286423,False,False,False
1101,unselected_grant_stale,deny_all,168,160,A,False,1,0.00011013886793212441,False,False,False
1101,unselected_grant_stale,deny_all,172,160,A,False,1,0.3564723892383736,False,False,False
1101,unselected_grant_stale,deny_all,176,176,A,False,1,1.146396635878178e-06,False,False,False
1101,unselected_grant_stale,deny_all,180,176,A,False,1,1.2022081347492933e-05,False,False,False
1101,unselected_grant_stale,deny_all,184,176,A,False,1,9.257328540596797e-07,False,False,False
1101,unselected_grant_stale,deny_all,188,176,A,False,1,1.1298159523512661e-05,False,False,False
1101,unselected_grant_stale,deny_all,19,19,A,False,1,1.4759148210609283e-05,False,False,False
1101,unselected_grant_stale,deny_all,23,19,A,False,1,0.00014093159332209256,False,False,False
1101,unselected_grant_stale,deny_all,27,19,A,False,1,2.0143415703977596e-06,False,False,False
1101,unselected_grant_stale,deny_all,31,19,A,False,1,1.0173210130589333e-05,False,False,False
1101,unselected_grant_stale,deny_all,17,17,A,False,1,0.0008069241118039674,False,False,False
1101,unselected_grant_stale,deny_all,21,17,A,False,1,0.0021473680079054994,False,False,False
1101,unselected_grant_stale,deny_all,25,17,A,False,1,1.078125146217402e-06,False,False,False
1101,unselected_grant_stale,deny_all,29,17,A,False,1,1.558583293429768e-06,False,False,False
1101,unselected_grant_stale,deny_all,178,178,A,False,1,1.1025938478277937e-06,False,False,False
1101,unselected_grant_stale,deny_all,182,178,A,False,1,5.3747999016115656e-06,False,False,False
1101,unselected_grant_stale,deny_all,186,178,A,False,1,9.245086376344864e-07,False,False,False
1101,unselected_grant_stale,deny_all,190,178,A,False,1,4.5453425168192714e-06,False,False,False
1101,unselected_grant_stale,deny_all,66,66,B,False,1,0.0033295665101669026,False,False,False
1101,unselected_grant_stale,deny_all,70,66,B,False,1,2.2834710722813896e-05,False,False,False
1101,unselected_grant_stale,deny_all,74,66,B,False,1,0.9954905645292839,False,False,False
1101,unselected_grant_stale,deny_all,78,66,B,False,1,0.10973877753319508,False,False,False
2202,fresh,network_only,80,80,B,False,1,3.5433629292787415e-06,False,False,False
2202,fresh,network_only,84,80,B,False,1,8.652361518675862e-06,False,False,False
2202,fresh,network_only,88,80,B,True,1,0.000192770839314223,False,False,False
2202,fresh,network_only,92,80,B,True,1,0.8114781212890233,True,True,False
2202,fresh,network_only,211,211,B,False,1,2.923854970619415e-06,False,False,False
2202,fresh,network_only,215,211,B,False,1,3.4830958718335026e-06,False,False,False
2202,fresh,network_only,219,211,B,True,1,3.0408234178889394e-06,False,False,False
2202,fresh,network_only,223,211,B,True,1,3.4573565495393306e-05,False,False,False
2202,fresh,network_only,2,2,A,False,1,1.6113116286453844e-05,False,False,False
2202,fresh,network_only,6,2,A,True,1,0.9994765909913281,True,True,False
2202,fresh,network_only,10,2,A,False,1,5.976199865503137e-06,False,False,False
2202,fresh,network_only,14,2,A,True,1,0.37301150015617257,False,False,False
2202,fresh,network_only,0,0,A,False,1,1.6230654581371913e-05,False,False,False
2202,fresh,network_only,4,0,A,True,1,0.85456165056095,True,True,False
2202,fresh,network_only,8,0,A,False,1,0.0001637556268000797,False,False,False
2202,fresh,network_only,12,0,A,True,1,0.9666048761242505,True,True,False
2202,fresh,network_only,130,130,A,False,1,1.5872478088337334e-05,False,False,False
2202,fresh,network_only,134,130,A,False,1,6.458678582289075e-05,False,False,False
2202,fresh,network_only,138,130,A,False,1,0.6763757110683127,True,True,False
2202,fresh,network_only,142,130,A,False,1,0.0011435224619020777,False,False,False
2202,fresh,network_only,241,241,B,False,1,2.923975937987291e-06,False,False,False
2202,fresh,network_only,245,241,B,False,1,3.384416293325823e-06,False,False,False
2202,fresh,network_only,249,241,B,False,1,2.9743637650865333e-06,False,False,False
2202,fresh,network_only,253,241,B,False,1,3.302792501223032e-06,False,False,False
2202,fresh,network_only,162,162,A,False,1,4.522086433248544e-06,False,False,False
2202,fresh,network_only,166,162,A,False,1,7.039362076749122e-06,False,False,False
2202,fresh,network_only,170,162,A,False,1,0.0001250837807346822,False,False,False
2202,fresh,network_only,174,162,A,False,1,0.00026939728743432384,False,False,False
2202,fresh,network_only,225,225,B,False,1,7.554058429371774e-06,False,False,False
2202,fresh,network_only,229,225,B,False,1,0.0003910080883732258,False,False,False
2202,fresh,network_only,233,225,B,False,1,3.8702921514928445e-06,False,False,False
2202,fresh,network_only,237,225,B,False,1,1.080324284217565e-05,False,False,False
2202,fresh,network_only,48,48,A,False,1,3.897814943923998e-06,False,False,False
2202,fresh,network_only,52,48,A,False,1,0.00045487890666691237,False,False,False
2202,fresh,network_only,56,48,A,False,1,3.3746253921604044e-06,False,False,False
2202,fresh,network_only,60,48,A,False,1,3.7975963769521866e-05,False,False,False
2202,fresh,network_only,114,114,B,False,1,2.908453258365146e-06,False,False,False
2202,fresh,network_only,118,114,B,False,1,3.3854191381950988e-06,False,False,False
2202,fresh,network_only,122,114,B,False,1,2.9172051041724407e-06,False,False,False
2202,fresh,network_only,126,114,B,False,1,4.191064094381396e-06,False,False,False
2202,fresh,network_only,160,160,A,False,1,7.892975948195514e-06,False,False,False
