policy,step,case,coordinate,sign,source,candidate,internal_score,task_score,edit_norm,capped
internal,52,F02_Mary,12,-1,304cb404d088b328b11b373543a39d997d67567fa3bf0b9a740262ea77141400,da5090522b379ed4f7938fcf5978edb267876f5293a384157d3df27a63e99a58,-0.385436215971444,-1.8665746994172552,15.840524673461914,0
internal,53,F02_John,13,1,371249da00612156668a69ce2573a38f93ffe6821236698d7de33deee3145270,9ad822430ce03e4fb51e84b6cd9faafa17cbea2387ebaae830ccdf49c2a03952,-0.5186580840683065,-3.6673873823110266,13.10703182220459,0
internal,53,F02_John,13,-1,371249da00612156668a69ce2573a38f93ffe6821236698d7de33deee3145270,6e0441f0a367999bcc2bb10961c37de00609c6edbde1f03405aaeb18d185bc4d,-0.4555187305757239,-3.6323243321008287,13.963945388793945,0
internal,54,F00_Mary,14,1,81a832ba37672d90aa7b2a0b8e51c43e2cce7f3123dc2a5e1d3a9e483303a09d,63a42fe1999459246629511d529a93030918e73e47f75bcfe039ecad66151ab0,-1.6897038741297523,-5.1226432059928335,34.420166015625,0
internal,54,F00_Mary,14,-1,81a832ba37672d90aa7b2a0b8e51c43e2cce7f3123dc2a5e1d3a9e483303a09d,df44fdffe3777b165ed5591ffbbbe695da2480f850cfdef7392df3768dd2c2ea,-1.6424452341534552,-5.164485825618503,34.13446044921875,0
internal,55,F01_Tom,15,1,84f7ea5337585f49e69a793e3199b117bc418c0619a277096565f9143d359ec0,a1842f436dd4eba80ddb252c861f31ef220fec2ca276b42aeff1564bf7fa9b12,-0.07812441530322578,-1.7978417984060953,38.16947937011719,0
internal,55,F01_Tom,15,-1,84f7ea5337585f49e69a793e3199b117bc418c0619a277096565f9143d359ec0,faf116eb1c82fb6c674391427d8b34e0744085f66bfefbc75398a9ac97b0bd19,-0.07498045532267854,-1.8580679387277792,38.174415588378906,0
internal,56,F01_Tom,16,1,0d63828769bf4f98b20af4183091ee7c8c51d028612d4ff77be6e3a9e61f94da,3c59820e673222de841f5c065cdafb8d46282ebfd5d6cf0c3c91020d9fbd0c90,-0.07675611489983375,-1.7521509967244826,37.95182800292969,0
internal,56,F01_Tom,16,-1,0d63828769bf4f98b20af4183091ee7c8c51d028612d4ff77be6e3a9e61f94da,34031f20c7b9e04f91df3c5076a71e234016cd1a1dea7a7d501bba6af63eab36,-0.07254707351774052,-1.8678847272392411,37.394187927246094,0
internal,57,F00_John,17,1,ffdbaf1c2cdc1e366e3a169181b77a14a63be94d813547f1ec1690d8978cc187,a527d617923f5d1becd4c48ed57d909b5f62d6a70d3f7592e60ac5152d2e49ff,-2.5379190181314066,-7.678980339527584,47.88581085205078,0
internal,57,F00_John,17,-1,ffdbaf1c2cdc1e366e3a169181b77a14a63be94d813547f1ec1690d8978cc187,e9b903e769a8f52c63fc182bd66e2b94ac5f0072369d66433069502bf7e54e7f,-2.5362111934337834,-7.694279982931348,47.87568283081055,0
internal,58,F02_John,18,1,b6b553a109e6f92ce1a4bc314b4aae4ccf4a5b8f2fe8221c3f6b0410b41ebd49,55c4cb4a1b91d169784af7d5dca6a7ade362ccba57bd7b8fac087101b98905c9,-0.5286519821661864,-3.7044565441772472,12.890050888061523,0
internal,58,F02_John,18,-1,b6b553a109e6f92ce1a4bc314b4aae4ccf4a5b8f2fe8221c3f6b0410b41ebd49,f2960149d9af2622646f7886b46d4b7c028f0a8aab4ad40b022ff4a0458ff0d3,-0.5436164139066546,-3.738525493794798,13.032442092895508,0
internal,59,F03_Tom,19,1,7ac9b3c863f1271ebf6ea6c0ffa2ee42218743f2ef1fc6d3faf190c0a12cf5de,5acbf76b6658594e7077a9794bae563096cd93aec3772f1a26ba1ee848560448,-0.940426663991396,-3.413863229109265,31.105789184570312,0
internal,59,F03_Tom,19,-1,7ac9b3c863f1271ebf6ea6c0ffa2ee42218743f2ef1fc6d3faf190c0a12cf5de,a56f0dea85b8e259111f1e858a0a95e03e2bad00b34ae737011b817f5a468f71,-0.936714259573032,-3.4601456845667493,31.22831153869629,0
internal,60,F00_Mary,0,1,6fcd419846c0d8989d83d53c1a53168adcb1c7463e20a1aaa1ac528b1f417207,a35cf9aa480e7ef7e8443c3f65b990cfe79739391e9e9d9c7d60ee7d20de55a9,-1.689402157094977,-5.351536086759695,35.91263198852539,0
internal,60,F00_Mary,0,-1,6fcd419846c0d8989d83d53c1a53168adcb1c7463e20a1aaa1ac528b1f417207,d4a033f5cd946cf16b95b91e8a458941383315d02d80d6afea45d9d4447116d5,-1.5672166621870485,-4.8451649773887615,28.49151611328125,0
internal,61,F02_Mary,1,1,fc1a3a3d8844fd33d9c5b4f717741b53e3b54305f8249244dbf444f330e77ba2,a0dcfc7ffa06196b842bfd6d45ea7003843638ba65f45835a90389b4d876778a,-0.18400505075031637,-1.380948855958224,25.09934425354004,0
internal,61,F02_Mary,1,-1,fc1a3a3d8844fd33d9c5b4f717741b53e3b54305f8249244dbf444f330e77ba2,2f59aab50503a341f53962de0eb77b09aac6bc96dff1a14f47ba264cbcb8a083,-0.2577322645531216,-1.6630988566389266,19.949737548828125,0
internal,62,F03_Sarah,2,1,b175766abe328ecedd3416876bfd288c65b940729e128e7e01a98b9b602561dc,692dbdc1566d6fe4eb67afe4089a2d925f62a072f33c07c0ac2d394d248eeda3,-0.12151987541078021,-2.3135317006453873,32.10369873046875,0
internal,62,F03_Sarah,2,-1,b175766abe328ecedd3416876bfd288c65b940729e128e7e01a98b9b602561dc,9ae35142cca153e474b9b19e68c9a1efccbe650e1b1504810738389b77b9509c,-0.18543277270846142,-3.3497545509928592,26.8432559967041,0
internal,63,F01_Sarah,3,1,480942cfa77cf0fea6bf49a49d05b44ea6fa7288690ed480543c78c6f16ed61f,8224d827e23c9d4e64dfac6c5810433eb1feaa8f2a3aca10d5dc3dba678cc08e,-0.14363586354457597,-1.1051376520910519,53.16987228393555,0
internal,63,F01_Sarah,3,-1,480942cfa77cf0fea6bf49a49d05b44ea6fa7288690ed480543c78c6f16ed61f,ddccf4eeda6cf3b2b6a40a81570a1e2d7a34145270f4c8da2da86796b9da9c14,-0.10614335738647113,-1.3935172266834803,43.761375427246094,0
internal,64,F03_Tom,4,1,a3d01eddcb8df98696fa242f98e62ac9621ec63592a6dc69b2140c8bc41f1b97,1fe7dfa1a23a8daa1a1857be570d2b347a5d141511ba297b8405c5a916df0d56,-0.7780294615922846,-2.339300432725106,31.066667556762695,0
internal,64,F03_Tom,4,-1,a3d01eddcb8df98696fa242f98e62ac9621ec63592a6dc69b2140c8bc41f1b97,e7badc7c733b56ccde248da9c5a6ed7d5a5b34e1203e4e9459ca6448ca859900,-0.4293542693691213,-1.7264110022723123,32.91716384887695,0
internal,65,F02_Mary,5,1,74ec32773b4d32b3faa9ffffa7516a006a58f3850496610024125b3de3ab2b5a,09d87c2799aee2424bedce196f5f1044ee24153ebb6be9704a4863b5a1e425cd,-0.29795821041684933,-1.8186141313581,18.804485321044922,0
internal,65,F02_Mary,5,-1,74ec32773b4d32b3faa9ffffa7516a006a58f3850496610024125b3de3ab2b5a,64a5915c4bb878f3f23d89a9a2eec2aed49cf2932573479ecc9c68084cf45d60,-0.2913465651535553,-1.733912454253699,18.891286849975586,0
internal,66,F00_John,6,1,ee743ce6c1370804a5c1ce36e71ffda54ca0f844c84c52e454bb00d7d8014c4d,ea4952a35527a46258139d34337dff3e468ab57c0df75aa4d91f4a5f28b6653d,-2.021973012586128,-6.17978608970083,25.688806533813477,0
internal,66,F00_John,6,-1,ee743ce6c1370804a5c1ce36e71ffda54ca0f844c84c52e454bb00d7d8014c4d,6dcb2365022c57d0e4230699f0d2b024ef7c7eb0baa98dd1b289d18699c0794b,-2.0413746661754115,-6.061282319740105,23.288890838623047,0
internal,67,F00_Mary,7,1,6a706c1e0c991c3dc2d21c78d3fe7c071430dd45f7efd260c17a81443347c433,6a8e44aa69ca7a6f77e00e84fec1397ebdda739fcf25f1378b6c100ead13d186,-1.5444004964506803,-4.915601972866184,29.700864791870117,0
internal,67,F00_Mary,7,-1,6a706c1e0c991c3dc2d21c78d3fe7c071430dd45f7efd260c17a81443347c433,4b2088295574e85bf2947225d8d6de22344dc8fbcc3c0ce15b669dea13e55ea1,-1.5641116687741317,-4.954570924406371,31.323314666748047,0
internal,68,F02_John,8,1,61f60fcd229b11b014aa5813b0094f7309f6114a38f985040bfeff6748e39cc0,f62b6afd8a42eabbdd090f86a7dc072b1ecdbb56906a79c1b577786b59804731,-0.18034518065269117,-1.5986452110780796,44.14362716674805,0
internal,68,F02_John,8,-1,61f60fcd229b11b014aa5813b0094f7309f6114a38f985040bfeff6748e39cc0,1432e1efe91387b51307e117c038e63b942b2c5abd39ede914d81189455bb792,-0.18191106631763523,-1.613620851871743,41.974185943603516,0
internal,69,F01_Tom,9,1,b44fa875dc25e65f58eb54ebb226ec87c8636cf3cc82491e5bce6f96e1105f27,be094555e08a06d0895519f9b006b90702f01e82517080aa957e763f2f02785f,-0.19677263129513184,-2.2966049490988785,24.158405303955078,0
internal,69,F01_Tom,9,-1,b44fa875dc25e65f58eb54ebb226ec87c8636cf3cc82491e5bce6f96e1105f27,c78a3a1b7d2bafadf3e12e9624f5fced47a4522494abf0eb1d9a8d48d53329ff,-0.1636235569188911,-2.1750169046419487,24.155160903930664,0
internal,70,F03_Sarah,10,1,39a3636fd4db5328a26151f7dd48a540b8cccf5a51aab7eb1c50b98e16f0aa51,501ee0b702641996ab5188676ba9748fbcc30ccc504de767205cf144c0e52e01,-0.11900347959829702,-2.0076471360337713,33.14584732055664,0
internal,70,F03_Sarah,10,-1,39a3636fd4db5328a26151f7dd48a540b8cccf5a51aab7eb1c50b98e16f0aa51,844f21c33aea93f64695a2762cb9dcc329326155c8b818e4ab26f20c57af56d6,-0.12140659246180888,-2.0465154442117393,33.37500762939453,0
internal,71,F01_Sarah,11,1,48a4402c17b1405be1cad697a7639706782fb05a857e8626015e1a947213ae6a,e00d73944369bd4cd5567e7a2766cfe0a70af1795fb8df827762c5e3e68dec5c,-0.06913067036210122,-2.1325910716164707,30.41715431213379,0
internal,71,F01_Sarah,11,-1,48a4402c17b1405be1cad697a7639706782fb05a857e8626015e1a947213ae6a,cc3a19e6a4c9900fba34c8a58698654705f536041d9c299c04e3b566c3e616a4,-0.07373894852940244,-2.1326177676640663,30.357629776000977,0
internal,72,F01_Tom,12,1,dc7de1cb1c6acc188477ea0dad360aa805787c6cecc548befaa74e6b8a471523,984e9d84ab9e00c2827f9ebe7c199fb9b50294ea895e8358972b0454d0523d64,-0.12928944802097475,-2.090623474150104,23.08697509765625,0
internal,72,F01_Tom,12,-1,dc7de1cb1c6acc188477ea0dad360aa805787c6cecc548befaa74e6b8a471523,fbc00b1ec22a1530779f3d22e356b7bf5284351e470827a58a263c4020a5b6c1,-0.13389879754098327,-2.1084261778506335,23.539976119995117,0
internal,73,F02_John,13,1,fc0c486a7e3f255613d351280addbe9dae5c5fa8765faed3624135896f96c24c,4bdb683f463cafe063248a23f754f0167465ee5b915d23f4bd4ac8d1af385cb9,-0.17707712854432814,-1.7447293112123394,46.07229232788086,0
internal,73,F02_John,13,-1,fc0c486a7e3f255613d351280addbe9dae5c5fa8765faed3624135896f96c24c,a00fb2eb65752317cff27d8a61a809a727b36670d3c255b1e72c54501e5a93d7,-0.18057323193390318,-1.714453219668851,46.175148010253906,0
internal,74,F00_Mary,14,1,5499c862dad9e7dbcacf53815d492e81ce1f54af2847fc0568156a664b37eeeb,d1065732ade29cda1e76f4fefa3d7362a8817d312e9c5521f0a4ca11a422bc1a,-1.582439137529712,-4.947033947049818,27.80792808532715,0
internal,74,F00_Mary,14,-1,5499c862dad9e7dbcacf53815d492e81ce1f54af2847fc0568156a664b37eeeb,ef47e8ed98a19f38b5f351737b581c843d2b668357cce576a3cfe80f395e4b69,-1.6151298242450929,-4.95534163001528,27.83121681213379,0
internal,75,F02_Mary,15,1,0ab654256c7dd29ac98e40d7d931627d647d88d1c3e34a6443e6b47bd3d929f6,64b145b4fa84272084b919c8feaba29fa303a8612440999d9ad9957af3508b7d,-0.29402777896680676,-1.736226877116537,19.08119010925293,0
internal,75,F02_Mary,15,-1,0ab654256c7dd29ac98e40d7d931627d647d88d1c3e34a6443e6b47bd3d929f6,9f1acf9c51414cd37c760f77e04418f87a59d88d6327c0792fdd57812318ad6a,-0.2915734564940014,-1.7265819548931332,18.981014251708984,0
internal,76,F00_John,16,1,296b96663a36a7ef0a1bf6d90f0310fa481910706f55fbf1f5174200446bca3a,96481069bb8cbea8416b21bc64adc53026b7e9acdde223497f7da4be77cbc53e,-1.969631849826984,-6.099552907051619,25.320280075073242,0
internal,76,F00_John,16,-1,296b96663a36a7ef0a1bf6d90f0310fa481910706f55fbf1f5174200446bca3a,152d8a28b435b2d7bde1d689fac19f3031459a468053c235f19ea438384c620b,-1.9864715046594028,-6.090794512754712,25.297176361083984,0
internal,77,F03_Tom,17,1,580790e85bb74519c4ba264d166c55364ed597cc0895e49db1ea9c50d40eceec,981e050fa7d6b9b93319ee0c2ffc96e44294ab43decb9df3fcd3702cd243bd10,-0.23501195014777865,-1.5637674523009442,30.091150283813477,0
internal,77,F03_Tom,17,-1,580790e85bb74519c4ba264d166c55364ed597cc0895e49db1ea9c50d40eceec,421bc7bebcdb904dd131796447ab558188904e65ac9992d816881a2e03fe03b7,-0.23639596883422273,-1.5670787317810548,30.086774826049805,0
internal,78,F03_Sarah,18,1,381c754613fcc5ef980a7d22a17bafa7fe3cd77634b6e780d6085088aa36e6bf,e90b26ce6f62b3c8a393f27e87b0a319f910fdfef57bae16ea4cfb3590d370f4,-0.1253684890682371,-2.085300323363496,32.91826248168945,0
internal,78,F03_Sarah,18,-1,381c754613fcc5ef980a7d22a17bafa7fe3cd77634b6e780d6085088aa36e6bf,fe0c1a195f5878b012add69c358ccc1ff4195f4aaab7c970a59065c07a6818bb,-0.12351462793542979,-2.0497993602608306,33.003597259521484,0
internal,79,F01_Sarah,19,1,f3d8b7e57b032f4d0044d9470b556ff6f265d27bbbd2dfa8115ac7a3c961d5c8,3254c1826a468316b941dde5cf34a8b31eac53ada2cb393ff4232a5d85560014,-0.07005437241144159,-2.0418923581795494,30.329652786254883,0
internal,79,F01_Sarah,19,-1,f3d8b7e57b032f4d0044d9470b556ff6f265d27bbbd2dfa8115ac7a3c961d5c8,9ab894a5308109696109421ccd21248c52f85dde3a3c989ba0787007a497ed70,-0.07120211171676365,-2.0602713089287903,30.336801528930664,0
task,0,F01_Tom,0,1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,4edf26cfb8c3a06f92e822225683317822648049b5c7fed52dfe24a272eadf14,-1.0658895419109746,-5.096281176004796,3.6891372203826904,0
task,0,F01_Tom,0,-1,b393978842a0fa3d3e1470196f098f473f9678e72463cb65ec4ab5581856c2e4,c3bfd0572f59bd324d0c28c1d63f20d74301eed7fc7198035bc62a690e05e6a5,-0.9166455272851319,-3.816110002143474,3.6891372203826904,0
task,1,F03_Tom,1,1,62f2a8563214742f013a3291ea622846e2dcf31d630c1aef2ca426d67af62db5,0785ef18a8ae085475b83b68ce1f0ad941ac28876fc818561828d0ab2220d6ee,-0.94236943563852,-3.4403379088260344,4.406177043914795,0
task,1,F03_Tom,1,-1,62f2a8563214742f013a3291ea622846e2dcf31d630c1aef2ca426d67af62db5,d48c03422ac3fc4bd6b20a741c5f1335fa02fd017824b39fbcb5de856289e5b6,-0.7141460693283243,-2.1022801960112836,12.949060440063477,0
task,2,F01_Sarah,2,1,82efa3cc1631bd13c5a664803100af543bfc29f21fbb273279b342f87dbb8bd5,eab820eab5539e3ae065f5335cc99d8250108dc150f78b473229ba9fa82cd30c,-0.41017387314771897,-3.8223519031045505,11.125269889831543,0
task,2,F01_Sarah,2,-1,82efa3cc1631bd13c5a664803100af543bfc29f21fbb273279b342f87dbb8bd5,ed45d450fba4255511cfc1f51c93ad96be967ee23dac8df76395c6002c9fc0b2,-0.2957062574302322,-3.5922610986809254,13.773043632507324,0
task,3,F02_Mary,3,1,cdf5f94f15b6ce1de80f0449603ceb59d046cb8279dbbb5571830e03754e62f6,a3c179f2b8baa570c437703e17ab466e69d7837a5292e0ea6db7226b18050ef9,-0.9532290654727544,-2.6737015427672173,1.8838281631469727,0
task,3,F02_Mary,3,-1,cdf5f94f15b6ce1de80f0449603ceb59d046cb8279dbbb5571830e03754e62f6,f367cda7569f9d1690827b47afb80ac7c73fa13b282cead6834ae8d6738e0c1b,-1.0553924696515438,-3.0464319306731356,2.3356406688690186,0
task,4,F03_Sarah,4,1,e3ca49fe37980f35a0d396675a727c60bd828cd023e618bc167c91080e15f0cc,8af38561284d574c46b6ec88b4d3d0c590b937e6342f31e28c66f56e8c5480b1,-0.8534220851837812,-4.972038916319475,2.8970367908477783,0
task,4,F03_Sarah,4,-1,e3ca49fe37980f35a0d396675a727c60bd828cd023e618bc167c91080e15f0cc,e99a503192269b52ff7b81a3f05e2f4dcaded77c32099c409fd87ffbee67f3c3,-1.1504008889213595,-5.822814931678869,5.001943588256836,0
task,5,F00_Mary,5,1,e9cf95319c7e964eebe98df379003a8b348cbcf6f4ed6bb12b6b4599920e94c7,dc6639a18439a1948e3b3958fdeb47d3d713489e20089bf229fd4bfb8672c7bc,-0.5338844891160894,-2.3479011582058464,11.994575500488281,0
task,5,F00_Mary,5,-1,e9cf95319c7e964eebe98df379003a8b348cbcf6f4ed6bb12b6b4599920e94c7,95af9501376b067a77b75049337370034c353503ea8048b01ee2b780da7aa651,-0.5329492754134848,-2.3397129138771513,11.994575500488281,0
task,6,F00_John,6,1,c8ee6263ba8863e8c18ba14516246cbc774046ba6751b8bf8132394f8e6a3bf8,bf56d2658708ceb386aa86cc123eefcbed755852a6533a5105e785db19fd79fa,-1.8256319928754763,-5.320009939352551,13.393560409545898,0
task,6,F00_John,6,-1,c8ee6263ba8863e8c18ba14516246cbc774046ba6751b8bf8132394f8e6a3bf8,548abfd532f6b6fd0eaa64ec9c1e0bf5f9e5a63170a55a80194765cf54fffd5a,-1.827810842855642,-5.276054144334281,12.584456443786621,0
task,7,F02_John,7,1,77681bad629f5e100d3259a225ffa7c4b72c6e763537db9db44f7d502bb8605e,d986f6f9d548d7dc0d5318fee60661fcc50dd10714e5c768da03b14c53b052e8,-1.228723753670824,-5.946807825019987,13.567618370056152,0
task,7,F02_John,7,-1,77681bad629f5e100d3259a225ffa7c4b72c6e763537db9db44f7d502bb8605e,efd0e1981f16f208c4742ddabd46b94110fd655c47ce6d5a0ed78e12350a7f7a,-1.2461953288045295,-5.896088722019163,13.621037483215332,0
task,8,F02_Mary,8,1,c19390abe5b4afa027c4c083aa2b0f45f73d6e7c1604e92f858a17d70a0e922e,57b1641d51f736aad686d0cfddbff6539cf690c2bfd600220384897d9e8f2066,-0.5545110963416258,-2.1396683442225672,11.916874885559082,0
task,8,F02_Mary,8,-1,c19390abe5b4afa027c4c083aa2b0f45f73d6e7c1604e92f858a17d70a0e922e,ff97dd885da26a0b6c83a4db90ff4523cf631c3ff474bcf8f3d4ec36f82d0a86,-0.5554661198375114,-2.121560378598011,11.929924964904785,0
task,9,F01_Sarah,9,1,1c6175126711c1487c8cf39b4f72c9fae4c1a059000346ed47c0432f92d6b95f,58aafac1527ff04a2e2e9fc19bb94766250d4b6495bf310d67acfc4c77ee3248,-0.0785526816422237,-1.7877979508668267,33.22427749633789,0
task,9,F01_Sarah,9,-1,1c6175126711c1487c8cf39b4f72c9fae4c1a059000346ed47c0432f92d6b95f,57ece36d270674bc43e3b872d0d7a53a7f478862fdfde162c3b0839f98eebfb8,-0.07010006045868664,-1.77235813657721,33.026954650878906,0
task,10,F00_John,10,1,c4af320f23019215f0803d34562d437f2ef33cff5a18bb7ad2923a0cbf49d9a4,b8b993fdad5fee2b8b5966a332b878ed93e84092d9b1624c40676c1f3917969a,-1.7688435951599264,-5.337205130073217,14.18356990814209,0
task,10,F00_John,10,-1,c4af320f23019215f0803d34562d437f2ef33cff5a18bb7ad2923a0cbf49d9a4,69a5fb34057010a7091c4dfc2c841a41dc603f7082f87e00863f1656eea11086,-1.7883487942270708,-5.3809015521685,14.18356990814209,0
task,11,F03_Sarah,11,1,a66cfa902f3c50f21e2d6cd66b34ab991eebe8dfb247e204f7831afe628d0473,3d9764b8430e6e2c1b7464e0643e28757e45dedec7be468f30ffbd3d84248a9e,-0.6290222624031725,-4.53426258396569,8.03571891784668,0
task,11,F03_Sarah,11,-1,a66cfa902f3c50f21e2d6cd66b34ab991eebe8dfb247e204f7831afe628d0473,8882d2e791317a7a8d2cfd30f0601c70b0e8c96f05c6ce599957a6b46b3ab186,-0.6175856191160034,-4.496765430976398,7.620700836181641,0
task,12,F02_John,12,1,35bdd450ba467597fb874136055bb92df6760cba1cf27f5a1ff47094c72207cb,952feab5725c9f719a003905f039f0f24f0c0b307a434bc966a3a1a05d97becf,-1.2475383353674347,-5.794755174653542,14.667824745178223,0
task,12,F02_John,12,-1,35bdd450ba467597fb874136055bb92df6760cba1cf27f5a1ff47094c72207cb,77c50425690805d9336b75d9a466a591a46832819a797481a0dd154b7bcfdd51,-1.2281017929294737,-5.797858878535683,15.490982055664062,0
task,13,F01_Tom,13,1,905829a6ac399ecf42e3b204912cdaa5c3fe1bd52c934f5169a5a605fe99ec7f,4a1c85e6e6c1e85515f12046ccb709d946dd2f792897c4eb94cd23f68bf33ce3,-0.05415611922680122,-1.7519284014351229,29.309913635253906,0
task,13,F01_Tom,13,-1,905829a6ac399ecf42e3b204912cdaa5c3fe1bd52c934f5169a5a605fe99ec7f,46fc41d67736f0014f1d8e290f4c98cf182de42067a7dc12ef6d6b48ef3954b9,-0.0544490204954213,-1.7042582352603732,29.43329620361328,0
task,14,F03_Tom,14,1,8adb594cc5eac67063c0b748e584d6c41cb4d50a6359d23c3acd79cfce752db7,67f2ec76d8337fc04a8fcc0bf65f23094a7dc54cd123db124a496a02ba500502,-0.9296452509547736,-3.631397277660032,14.181047439575195,0
task,14,F03_Tom,14,-1,8adb594cc5eac67063c0b748e584d6c41cb4d50a6359d23c3acd79cfce752db7,fcd7a910a1b235a728c1d92fd1dbdfa7c45b7485ea6bc3eec77f2b423cff2a32,-0.9490950457284466,-3.6724329807543423,14.474437713623047,0
task,15,F00_Mary,15,1,a9adb35147397bbad87b61c6ce08c7f7c1604983afe92bb4dadf3ef6a0d9cd7b,f0148730c505cd354aed3112d389a3597a69296d61ab8b56b830d80e47b344c3,-0.5101722325167034,-2.4363193908031144,12.658449172973633,0
task,15,F00_Mary,15,-1,a9adb35147397bbad87b61c6ce08c7f7c1604983afe92bb4dadf3ef6a0d9cd7b,61293560d2b9d0eaf7e7d0088b2a44900b558aada4a3649ce028d1d75d187a14,-0.49445882799463636,-2.4139517406482476,12.658449172973633,0
task,16,F01_Tom,16,1,c5ce960b8046f349515bace1427b99e8f0c7e951347e55991c6a8291e7c652e7,69cc808b17183d5c8242fa36be50e7f7704008397882269daad9e0039692a400,-0.05376782420747674,-1.685919838146417,29.829797744750977,0
task,16,F01_Tom,16,-1,c5ce960b8046f349515bace1427b99e8f0c7e951347e55991c6a8291e7c652e7,52f16478180b1dab60edd33dc7108045c672430b02cc8a16c60204bc6c5b1889,-0.053202236273519415,-1.6743959319035495,29.859207153320312,0
task,17,F02_Mary,17,1,30e0d71f226a0647028c75b918d30a4538bd42bbf96f235ac7539fa4b69abe73,1e294c658157bca3bf53b939e6074d03dccf8514fb3d1ec7897eeed05352dbdd,-0.5910514372597662,-2.0974442071886967,12.972941398620605,0
task,17,F02_Mary,17,-1,30e0d71f226a0647028c75b918d30a4538bd42bbf96f235ac7539fa4b69abe73,afa23cc354031d1f199eaac323e437800a1a8867be6888ac9fe74ce874d345de,-0.5917559548676645,-2.053181303561634,12.962872505187988,0
task,18,F00_John,18,1,f2d8971ec79e9a541898fd4ab35187bfbd5480e8fb6e6620fb0c6f746fcfa6cc,8cacbd8ebd303a8e66db7821ff25ea3ddde58e48404fc24ad7ffdf9095f62bc2,-1.7328651158499027,-5.318974731346337,15.070647239685059,0
task,18,F00_John,18,-1,f2d8971ec79e9a541898fd4ab35187bfbd5480e8fb6e6620fb0c6f746fcfa6cc,ae34d9a61de65314f6c42c439a8b96efdb0f34ddf499818d904da69d51779723,-1.716706621250243,-5.2924926335131754,15.08065128326416,0
task,19,F01_Sarah,19,1,7af07f54d006122b8e3eab1f91f78fe100677bc840b7a73359ec6dc1164e29cf,94280bc6a04f046acb525800f1ca9ce05bb15c58c700f1d456bd381f680f5b5c,-0.07650052077498645,-1.9099218237033386,33.11612319946289,0
task,19,F01_Sarah,19,-1,7af07f54d006122b8e3eab1f91f78fe100677bc840b7a73359ec6dc1164e29cf,3850d55d20ad2801f93ee651465f8635442f71f18ec9c983c324b891d30b0df2,-0.07623305308306047,-1.9026223008849532,33.10063552856445,0
task,20,F00_Mary,0,1,901c9ec44264fb32ee002bbec847bd4713d938b4a2618179db091293544b2137,9836d41ca40cdffb64e5b26f779001053d4451f35082dd3b7df161b855929e9d,-0.6801680961307791,-2.6223822804840085,9.234739303588867,0
task,20,F00_Mary,0,-1,901c9ec44264fb32ee002bbec847bd4713d938b4a2618179db091293544b2137,6333de1781a8af8a67fb6407ee8498a8f2b847481a68ad3d94497151bc17c8c6,-0.3513702333736871,-2.245019786667716,16.279346466064453,0
task,21,F03_Sarah,1,1,bf390ea0be278f8b9e6e9f84d5eea766097a7a5b06c9428e9f518963504461d9,cf05188d60b51b6ad83dcb4b54f484a0325621dcbfa0839330755f36392e71d8,-0.44511902078818555,-4.131285165759357,12.812443733215332,0
task,21,F03_Sarah,1,-1,bf390ea0be278f8b9e6e9f84d5eea766097a7a5b06c9428e9f518963504461d9,859eba94bf90b7b14c3ac30c1cb28c2cca917167c187292eb39f541122d077f1,-0.1950206404600148,-3.4687914985396775,19.79575538635254,0
task,22,F03_Tom,2,1,29193aad3b8db63f085369d225e99347a54fadee83335198e03f05f028b7a825,6dc0feca9756fd3fd18ebba884563761e60b76444ea100f173e5eaa97c292b59,-0.3195859542511484,-1.524156212177766,22.02384376525879,0
task,22,F03_Tom,2,-1,29193aad3b8db63f085369d225e99347a54fadee83335198e03f05f028b7a825,d4574d862450940e1b603d7f013a0a3897107cb16141b3f39ab3cbffa00fa3dd,-0.32333399897056003,-1.5161231827817039,21.852338790893555,0
task,23,F02_John,3,1,e4f8c86ff420489f5d0f0155427e9ef60e877fea3377db9f09503cac677e68f8,9faf9352c7e6db07e51d4bc1b6fcda175f54f4b74a2ef505e4c55a76b56c453a,-1.314589795160947,-6.507768859448381,24.004070281982422,0
task,23,F02_John,3,-1,e4f8c86ff420489f5d0f0155427e9ef60e877fea3377db9f09503cac677e68f8,0cde657c0cbaa57dfaa05e100d76cb2e9cfb458683d3de935a230f7a5c74d430,-1.3569602313711566,-7.050315345045338,31.811555862426758,0
task,24,F03_Sarah,4,1,0e1a58c1b566de43886a39ea115c0ebe03f5e79eb670f6c9a64a8e50c1842c85,7ed298f73fe0b70accda9fd41e7202b50f9477ff5b4fb38f42b81f3ee38964b6,-0.5103145952737841,-4.189307201778183,11.710817337036133,0
task,24,F03_Sarah,4,-1,0e1a58c1b566de43886a39ea115c0ebe03f5e79eb670f6c9a64a8e50c1842c85,a14975eb365b6d59190c183e0492e69d800f15b7f318ace95f79359aa6e22c98,-0.8748953390892634,-4.8536196792243755,6.753422260284424,0
task,25,F00_Mary,5,1,5c58584e90db58044916c39de9e8e5c2619ded6dbd4d8f215eebc7111f05da00,b59dad49ff2d8205eb75ec9284dcd657e0c0efc1b0539e3e96849d7c0681f8cc,-0.1379631474183769,-1.8872795884966584,24.039724349975586,0
