family,split,giver,expected,other,arm,patch_norm,target_id,alternative_id,target_logit,alternative_logit,contrast,target_probability,top_id,top_text,recipient,target_top1,alternative_top1,invalid_top1,max_logit_difference_from_clean
F07,heldout,Robert,Linda,Robert,unrelated_norm,11.07585620880127,21776,5199,-112.6883773803711,-111.78717041015625,-0.9012069702148438,0.011266332220521239,262, the,INVALID,0,0,1,4.595420837402344
F07,heldout,Robert,Linda,Robert,permuted_norm,11.075855255126953,21776,5199,-116.31480407714844,-115.48152160644531,-0.833282470703125,0.006509133666989036,262, the,INVALID,0,0,1,2.4233245849609375
F07,heldout,Robert,Linda,Robert,wrong_address,11.075855255126953,21776,5199,-115.40474700927734,-114.9717788696289,-0.4329681396484375,0.0079707863376806,262, the,INVALID,0,0,1,1.9547882080078125
F07,heldout,Robert,Linda,Robert,inverse_norm,11.075855255126953,21776,5199,-116.56073760986328,-114.77764892578125,-1.7830886840820312,0.0027547993311367227,262, the,INVALID,0,0,1,2.2443389892578125
F07,heldout,Robert,Linda,Robert,cache_restore,0.0,21776,5199,-114.64651489257812,-115.5298080444336,0.8832931518554688,0.019374794840301298,262, the,INVALID,0,0,1,0.0
F07,heldout,Linda,Robert,Linda,clean,0.0,5199,21776,-115.55421447753906,-116.02631378173828,0.47209930419921875,0.012042588436202269,262, the,INVALID,0,0,1,0.0
F07,heldout,Linda,Robert,Linda,corrupt,0.0,5199,21776,-115.5298080444336,-114.64651489257812,-0.8832931518554688,0.008009912478091252,262, the,INVALID,0,0,1,2.3124313354492188
F07,heldout,Linda,Robert,Linda,donor_r7,7.136590003967285,5199,21776,-117.1648941040039,-117.25473022460938,0.08983612060546875,0.008759528589409886,262, the,INVALID,0,0,1,2.511871337890625
F07,heldout,Linda,Robert,Linda,donor_r8,11.075855255126953,5199,21776,-115.695068359375,-116.7025375366211,1.0074691772460938,0.010217877377682429,262, the,INVALID,0,0,1,1.7689590454101562
F07,heldout,Linda,Robert,Linda,donor_a9,1.5811842679977417,5199,21776,-114.22499084472656,-113.8681411743164,-0.35684967041015625,0.009497978349371227,262, the,INVALID,0,0,1,3.3677978515625
F07,heldout,Linda,Robert,Linda,unrelated_norm,11.075855255126953,5199,21776,-112.17556762695312,-110.7587890625,-1.416778564453125,0.012603275841655819,262, the,INVALID,0,0,1,5.632972717285156
F07,heldout,Linda,Robert,Linda,permuted_norm,11.075855255126953,5199,21776,-113.45282745361328,-112.31009674072266,-1.142730712890625,0.006365737038823664,262, the,INVALID,0,0,1,4.568817138671875
F07,heldout,Linda,Robert,Linda,wrong_address,11.075855255126953,5199,21776,-115.2942123413086,-114.48216247558594,-0.8120498657226562,0.008016136081080682,262, the,INVALID,0,0,1,2.57232666015625
F07,heldout,Linda,Robert,Linda,inverse_norm,11.075855255126953,5199,21776,-112.81085205078125,-109.5035400390625,-3.30731201171875,0.004171992417535289,262, the,INVALID,0,0,1,6.7394561767578125
F07,heldout,Linda,Robert,Linda,cache_restore,0.0,5199,21776,-115.55421447753906,-116.02631378173828,0.47209930419921875,0.012042588436202269,262, the,INVALID,0,0,1,0.0
F08,heldout,David,Emma,David,clean,0.0,18966,3271,-94.35746002197266,-96.84590148925781,2.4884414672851562,0.2435582824067846,18966, Emma,Emma,1,0,0,0.0
F08,heldout,David,Emma,David,corrupt,0.0,18966,3271,-97.96559143066406,-94.64396667480469,-3.321624755859375,0.014481690907325664,3271, David,David,0,1,0,3.6491012573242188
F08,heldout,David,Emma,David,donor_r7,11.11587142944336,18966,3271,-98.20868682861328,-95.5665283203125,-2.6421585083007812,0.02123090944883349,3271, David,David,0,1,0,3.851226806640625
F08,heldout,David,Emma,David,donor_r8,26.670225143432617,18966,3271,-92.36123657226562,-92.48387908935547,0.12264251708984375,0.08920668772620717,502, me,INVALID,0,0,1,4.558326721191406
F08,heldout,David,Emma,David,donor_a9,9.72087574005127,18966,3271,-98.42662048339844,-95.943603515625,-2.4830169677734375,0.028819519734986136,3271, David,David,0,1,0,4.138153076171875
F08,heldout,David,Emma,David,unrelated_norm,26.670225143432617,18966,3271,-91.66364288330078,-88.42261505126953,-3.24102783203125,0.016822244662995933,3271, David,David,0,1,0,8.873039245605469
F08,heldout,David,Emma,David,permuted_norm,26.670225143432617,18966,3271,-102.22886657714844,-98.62774658203125,-3.6011199951171875,0.009541758928316378,3271, David,David,0,1,0,7.963386535644531
F08,heldout,David,Emma,David,wrong_address,26.670225143432617,18966,3271,-97.15421295166016,-93.90184783935547,-3.2523651123046875,0.01541250118185048,3271, David,David,0,1,0,3.1508026123046875
F08,heldout,David,Emma,David,inverse_norm,26.670225143432617,18966,3271,-94.8343276977539,-88.68338775634766,-6.15093994140625,0.0013532226666205414,3271, David,David,0,1,0,8.396217346191406
F08,heldout,David,Emma,David,cache_restore,0.0,18966,3271,-94.35746002197266,-96.84590148925781,2.4884414672851562,0.2435582824067846,18966, Emma,Emma,1,0,0,0.0
F08,heldout,Emma,David,Emma,clean,0.0,3271,18966,-94.64396667480469,-97.96559143066406,3.321624755859375,0.4012200024366432,3271, David,David,1,0,0,0.0
F08,heldout,Emma,David,Emma,corrupt,0.0,3271,18966,-96.84590148925781,-94.35746002197266,-2.4884414672851562,0.02022490567997292,18966, Emma,Emma,0,1,0,3.6491012573242188
F08,heldout,Emma,David,Emma,donor_r7,11.11587142944336,3271,18966,-98.71422576904297,-97.84794616699219,-0.8662796020507812,0.06934712839209137,502, me,INVALID,0,0,1,4.430366516113281
F08,heldout,Emma,David,Emma,donor_r8,26.670225143432617,3271,18966,-96.88249206542969,-99.21049499511719,2.3280029296875,0.2163653740989796,3271, David,David,1,0,0,2.3101654052734375
F08,heldout,Emma,David,Emma,donor_a9,9.72087574005127,3271,18966,-96.39492797851562,-95.36792755126953,-1.0270004272460938,0.04853094246720865,502, me,INVALID,0,0,1,2.5976638793945312
F08,heldout,Emma,David,Emma,unrelated_norm,26.67022705078125,3271,18966,-91.25155639648438,-89.53107452392578,-1.7204818725585938,0.041161043188277346,18966, Emma,Emma,0,1,0,9.378410339355469
F08,heldout,Emma,David,Emma,permuted_norm,26.670225143432617,3271,18966,-91.68891906738281,-88.83409118652344,-2.854827880859375,0.016530788700326923,18966, Emma,Emma,0,1,0,9.618988037109375
F08,heldout,Emma,David,Emma,wrong_address,26.670225143432617,3271,18966,-97.70822143554688,-95.36529541015625,-2.342926025390625,0.024186822076923284,18966, Emma,Emma,0,1,0,3.2845916748046875
F08,heldout,Emma,David,Emma,inverse_norm,26.670225143432617,3271,18966,-91.37715911865234,-85.25160217285156,-6.125556945800781,0.0012050082224475927,18966, Emma,Emma,0,1,0,12.969291687011719
F08,heldout,Emma,David,Emma,cache_restore,0.0,3271,18966,-94.64396667480469,-97.96559143066406,3.321624755859375,0.4012200024366432,3271, David,David,1,0,0,0.0
F09,heldout,Robert,Linda,Robert,clean,0.0,21776,5199,-82.523193359375,-86.18026733398438,3.657073974609375,0.5838816622307074,21776, Linda,Linda,1,0,0,0.0
F09,heldout,Robert,Linda,Robert,corrupt,0.0,21776,5199,-97.49955749511719,-92.5430908203125,-4.9564666748046875,0.004445138542479856,5199, Robert,Robert,0,1,0,14.976364135742188
F09,heldout,Robert,Linda,Robert,donor_r7,11.845651626586914,21776,5199,-96.73177337646484,-92.29257202148438,-4.439201354980469,0.006941381254127612,5199, Robert,Robert,0,1,0,14.208580017089844
F09,heldout,Robert,Linda,Robert,donor_r8,33.89021301269531,21776,5199,-87.31249237060547,-88.54841613769531,1.2359237670898438,0.25140187377630985,21776, Linda,Linda,1,0,0,5.297607421875
F09,heldout,Robert,Linda,Robert,donor_a9,13.91726016998291,21776,5199,-92.42884063720703,-89.37321472167969,-3.0556259155273438,0.022745959343234146,5199, Robert,Robert,0,1,0,9.905647277832031
F09,heldout,Robert,Linda,Robert,unrelated_norm,33.89021301269531,21776,5199,-90.51944732666016,-86.23844146728516,-4.281005859375,0.008364887904865732,5199, Robert,Robert,0,1,0,7.996253967285156
F09,heldout,Robert,Linda,Robert,permuted_norm,33.89021301269531,21776,5199,-102.34893035888672,-97.73150634765625,-4.617424011230469,0.005493525946815239,5199, Robert,Robert,0,1,0,19.82573699951172
F09,heldout,Robert,Linda,Robert,wrong_address,33.89021301269531,21776,5199,-96.78190612792969,-91.8685302734375,-4.9133758544921875,0.004645284406466904,5199, Robert,Robert,0,1,0,14.258712768554688
F09,heldout,Robert,Linda,Robert,inverse_norm,33.89021301269531,21776,5199,-103.66512298583984,-95.74044799804688,-7.924674987792969,0.00025137186806587896,5199, Robert,Robert,0,1,0,21.141929626464844
F09,heldout,Robert,Linda,Robert,cache_restore,0.0,21776,5199,-82.523193359375,-86.18026733398438,3.657073974609375,0.5838816622307074,21776, Linda,Linda,1,0,0,0.0
F09,heldout,Linda,Robert,Linda,clean,0.0,5199,21776,-92.5430908203125,-97.49955749511719,4.9564666748046875,0.6316135347426605,5199, Robert,Robert,1,0,0,0.0
F09,heldout,Linda,Robert,Linda,corrupt,0.0,5199,21776,-86.18026733398438,-82.523193359375,-3.657073974609375,0.015068769462388701,21776, Linda,Linda,0,1,0,14.976364135742188
F09,heldout,Linda,Robert,Linda,donor_r7,11.845651626586914,5199,21776,-90.65584564208984,-89.34007263183594,-1.3157730102539062,0.09384409661777142,21776, Linda,Linda,0,1,0,8.15948486328125
F09,heldout,Linda,Robert,Linda,donor_r8,33.89021301269531,5199,21776,-95.35980224609375,-99.32038116455078,3.9605789184570312,0.41264080095214684,5199, Robert,Robert,1,0,0,2.8422470092773438
F09,heldout,Linda,Robert,Linda,donor_a9,13.91726016998291,5199,21776,-93.07378387451172,-91.93875885009766,-1.1350250244140625,0.09662660446162512,21776, Linda,Linda,0,1,0,5.560798645019531
F09,heldout,Linda,Robert,Linda,unrelated_norm,33.89021301269531,5199,21776,-77.53022766113281,-74.67915344238281,-2.85107421875,0.029308845443610818,21776, Linda,Linda,0,1,0,23.06707763671875
F09,heldout,Linda,Robert,Linda,permuted_norm,33.89021301269531,5199,21776,-81.82901000976562,-78.1862564086914,-3.6427536010742188,0.01302771328073734,21776, Linda,Linda,0,1,0,19.31330108642578
F09,heldout,Linda,Robert,Linda,wrong_address,33.89021301269531,5199,21776,-86.22960662841797,-82.69248962402344,-3.5371170043945312,0.016687292478212493,21776, Linda,Linda,0,1,0,14.80706787109375
F09,heldout,Linda,Robert,Linda,inverse_norm,33.89021301269531,5199,21776,-76.47488403320312,-67.79556274414062,-8.6793212890625,0.0001496673295202726,21776, Linda,Linda,0,1,0,29.703994750976562
F09,heldout,Linda,Robert,Linda,cache_restore,0.0,5199,21776,-92.5430908203125,-97.49955749511719,4.9564666748046875,0.6316135347426605,5199, Robert,Robert,1,0,0,0.0
F10,heldout,David,Emma,David,clean,0.0,18966,3271,-104.79039764404297,-107.45437622070312,2.6639785766601562,0.30041939926315303,18966, Emma,Emma,1,0,0,0.0
F10,heldout,David,Emma,David,corrupt,0.0,18966,3271,-112.23839569091797,-108.67021942138672,-3.56817626953125,0.009927044503319053,3271, David,David,0,1,0,7.447998046875
F10,heldout,David,Emma,David,donor_r7,11.675163269042969,18966,3271,-107.26384735107422,-104.6465835571289,-2.6172637939453125,0.01968447793039283,3271, David,David,0,1,0,3.001861572265625
F10,heldout,David,Emma,David,donor_r8,24.807544708251953,18966,3271,-106.4826431274414,-106.4802017211914,-0.00244140625,0.08492599705853592,607, her,INVALID,0,0,1,2.1254730224609375
F10,heldout,David,Emma,David,donor_a9,6.384204864501953,18966,3271,-114.99961853027344,-113.1377944946289,-1.8618240356445312,0.03469638261394438,3271, David,David,0,1,0,10.209220886230469
F10,heldout,David,Emma,David,unrelated_norm,24.807544708251953,18966,3271,-100.41324615478516,-96.89430236816406,-3.5189437866210938,0.011106285635895852,3271, David,David,0,1,0,11.64117431640625
F10,heldout,David,Emma,David,permuted_norm,24.807544708251953,18966,3271,-111.06314849853516,-107.59931945800781,-3.4638290405273438,0.007155451154903458,3271, David,David,0,1,0,6.2727508544921875
F10,heldout,David,Emma,David,wrong_address,24.807544708251953,18966,3271,-111.49854278564453,-108.11872863769531,-3.3798141479492188,0.011200521491766828,3271, David,David,0,1,0,6.7081451416015625
F10,heldout,David,Emma,David,inverse_norm,24.807544708251953,18966,3271,-111.89723205566406,-105.91952514648438,-5.9777069091796875,0.0011238007443257253,3271, David,David,0,1,0,7.106834411621094
F10,heldout,David,Emma,David,cache_restore,0.0,18966,3271,-104.79039764404297,-107.45437622070312,2.6639785766601562,0.30041939926315303,18966, Emma,Emma,1,0,0,0.0
F10,heldout,Emma,David,Emma,clean,0.0,3271,18966,-108.67021942138672,-112.23839569091797,3.56817626953125,0.3519323853900737,3271, David,David,1,0,0,0.0
F10,heldout,Emma,David,Emma,corrupt,0.0,3271,18966,-107.45437622070312,-104.79039764404297,-2.6639785766601562,0.020930363825023966,18966, Emma,Emma,0,1,0,7.447998046875
F10,heldout,Emma,David,Emma,donor_r7,11.675163269042969,3271,18966,-113.59346771240234,-112.91952514648438,-0.6739425659179688,0.0630608237298428,18966, Emma,Emma,0,1,0,5.063179016113281
F10,heldout,Emma,David,Emma,donor_r8,24.807544708251953,3271,18966,-109.54332733154297,-111.79399108886719,2.2506637573242188,0.16751410967561556,3271, David,David,1,0,0,1.3662796020507812
F10,heldout,Emma,David,Emma,donor_a9,6.384204864501953,3271,18966,-106.44306945800781,-105.6695785522461,-0.7734909057617188,0.06201293955700745,18966, Emma,Emma,0,1,0,6.568817138671875
F10,heldout,Emma,David,Emma,unrelated_norm,24.807544708251953,3271,18966,-96.15171813964844,-94.32740020751953,-1.8243179321289062,0.034218182798025416,18966, Emma,Emma,0,1,0,18.981460571289062
F10,heldout,Emma,David,Emma,permuted_norm,24.807544708251953,3271,18966,-106.88214874267578,-103.63247680664062,-3.2496719360351562,0.01385771842506469,18966, Emma,Emma,0,1,0,8.605918884277344
F10,heldout,Emma,David,Emma,wrong_address,24.807544708251953,3271,18966,-107.94557189941406,-105.29869079589844,-2.646881103515625,0.02107001842612975,18966, Emma,Emma,0,1,0,6.939704895019531
F10,heldout,Emma,David,Emma,inverse_norm,24.807544708251953,3271,18966,-95.68253326416016,-89.5960464477539,-6.08648681640625,0.0012197730154242551,18966, Emma,Emma,0,1,0,22.642349243164062
F10,heldout,Emma,David,Emma,cache_restore,0.0,3271,18966,-108.67021942138672,-112.23839569091797,3.56817626953125,0.3519323853900737,3271, David,David,1,0,0,0.0
F11,heldout,Robert,Linda,Robert,clean,0.0,21776,5199,-90.30632019042969,-94.33346557617188,4.0271453857421875,0.4739159564214351,21776, Linda,Linda,1,0,0,0.0
F11,heldout,Robert,Linda,Robert,corrupt,0.0,21776,5199,-119.11408233642578,-115.47412872314453,-3.63995361328125,0.010835207017309634,5199, Robert,Robert,0,1,0,28.953094482421875
F11,heldout,Robert,Linda,Robert,donor_r7,12.533777236938477,21776,5199,-109.52727508544922,-106.75273132324219,-2.7745437622070312,0.022038889198652854,5199, Robert,Robert,0,1,0,19.410476684570312
F11,heldout,Robert,Linda,Robert,donor_r8,30.393022537231445,21776,5199,-93.15203857421875,-94.64582824707031,1.4937896728515625,0.1934257399074886,21776, Linda,Linda,1,0,0,3.74896240234375
F11,heldout,Robert,Linda,Robert,donor_a9,9.596866607666016,21776,5199,-107.65097045898438,-105.92583465576172,-1.7251358032226562,0.029033234548621376,5199, Robert,Robert,0,1,0,17.344650268554688
F11,heldout,Robert,Linda,Robert,unrelated_norm,30.393022537231445,21776,5199,-103.52000427246094,-100.0888442993164,-3.4311599731445312,0.014706991643232123,5199, Robert,Robert,0,1,0,13.21368408203125
F11,heldout,Robert,Linda,Robert,permuted_norm,30.393022537231445,21776,5199,-117.6181640625,-114.26866149902344,-3.3495025634765625,0.012748245090046968,5199, Robert,Robert,0,1,0,27.629013061523438
F11,heldout,Robert,Linda,Robert,wrong_address,30.393022537231445,21776,5199,-118.90192413330078,-115.42289733886719,-3.4790267944335938,0.012126990437605572,5199, Robert,Robert,0,1,0,28.793243408203125
F11,heldout,Robert,Linda,Robert,inverse_norm,30.393022537231445,21776,5199,-130.1936492919922,-123.3796615600586,-6.813987731933594,0.0004708781192278356,5199, Robert,Robert,0,1,0,39.8873291015625
F11,heldout,Robert,Linda,Robert,cache_restore,0.0,21776,5199,-90.30632019042969,-94.33346557617188,4.0271453857421875,0.4739159564214351,21776, Linda,Linda,1,0,0,0.0
F11,heldout,Linda,Robert,Linda,clean,0.0,5199,21776,-115.47412872314453,-119.11408233642578,3.63995361328125,0.41271379170664535,5199, Robert,Robert,1,0,0,0.0
F11,heldout,Linda,Robert,Linda,corrupt,0.0,5199,21776,-94.33346557617188,-90.30632019042969,-4.0271453857421875,0.008447618886711266,21776, Linda,Linda,0,1,0,28.953094482421875
F11,heldout,Linda,Robert,Linda,donor_r7,12.533777236938477,5199,21776,-110.4317626953125,-109.37831115722656,-1.0534515380859375,0.0777022219112569,21776, Linda,Linda,0,1,0,9.735771179199219
F11,heldout,Linda,Robert,Linda,donor_r8,30.393022537231445,5199,21776,-117.70881652832031,-120.18450927734375,2.4756927490234375,0.2208056677978919,5199, Robert,Robert,1,0,0,2.2573699951171875
F11,heldout,Linda,Robert,Linda,donor_a9,9.596866607666016,5199,21776,-105.03559112548828,-101.95890045166016,-3.076690673828125,0.024659179126872377,21776, Linda,Linda,0,1,0,17.155181884765625
F11,heldout,Linda,Robert,Linda,unrelated_norm,30.393022537231445,5199,21776,-86.46217346191406,-84.196044921875,-2.2661285400390625,0.03732864767923332,21776, Linda,Linda,0,1,0,37.20935821533203
F11,heldout,Linda,Robert,Linda,permuted_norm,30.393022537231445,5199,21776,-95.28572082519531,-91.3731689453125,-3.9125518798828125,0.00860644266806487,21776, Linda,Linda,0,1,0,28.498245239257812
F11,heldout,Linda,Robert,Linda,wrong_address,30.393022537231445,5199,21776,-94.3161392211914,-90.42315673828125,-3.8929824829101562,0.009386428142595124,21776, Linda,Linda,0,1,0,28.87567901611328
F11,heldout,Linda,Robert,Linda,inverse_norm,30.393022537231445,5199,21776,-77.97223663330078,-69.60986328125,-8.362373352050781,0.00018477127123204466,21776, Linda,Linda,0,1,0,50.35084533691406
F11,heldout,Linda,Robert,Linda,cache_restore,0.0,5199,21776,-115.47412872314453,-119.11408233642578,3.63995361328125,0.41271379170664535,5199, Robert,Robert,1,0,0,0.0
